Time[s],UWB_Simple::Anchor1UwbTx::Index_1,UWB_Simple::Anchor1UwbTx::Dis_1,UWB_Simple::Anchor2UwbTx::Index_2,UWB_Simple::Anchor2UwbTx::Dis_2,UWB_Simple::Anchor3UwbTx::Index_3,UWB_Simple::Anchor3UwbTx::Dis_3,UWB_Simple::Anchor4UwbTx::Index_4,UWB_Simple::Anchor4UwbTx::Dis_4,UWB_Simple::Anchor5UwbTx::Index_5,UWB_Simple::Anchor5UwbTx::Dis_5,UWB_Simple::CarSts::Carsts_Y,UWB_Simple::CarSts::Carsts_X,UWB_Simple::CarSts::Carsts_TestSts,UWB_Simple::CarSts::Carsts_RobotTaskID,UWB_Simple::CarSts::Carsts_RobotInMotion,UWB_Simple::CarSts::Carsts_Robot_Z,UWB_Simple::CarSts::Carsts_Robot_Y,UWB_Simple::CarSts::Carsts_Robot_X,UWB_Simple::CarSts::Carsts_RealTi,UWB_Simple::CarSts::CarSts_CarTaskID,UWB_Simple::CarSts::Carsts_CarInMotion,UWB_Simple::CarSts::Carsts_Angle
238.408873,,,,,,,49376,0,,,,,,,,,,,,,,
238.421562,,,49384,406,,,,,,,,,,,,,,,,,,
238.424143,49384,430,,,,,,,,,,,,,,,,,,,,
238.424589,,,,,,,,,49384,594,,,,,,,,,,,,
238.426785,,,,,49384,875,,,,,,,,,,,,,,,,
238.501800,,,,,,,,,,,7505,-1746,0,0,0,560,-3,37,638682354040000000,-1,1,-102000
238.510197,,,,,,,49424,0,,,,,,,,,,,,,,
238.517538,49432,424,,,,,,,,,,,,,,,,,,,,
238.518971,,,,,49432,877,,,,,,,,,,,,,,,,
238.522760,,,49432,402,,,,,,,,,,,,,,,,,,
238.524381,,,,,,,,,49432,592,,,,,,,,,,,,
238.613357,,,,,,,49480,0,,,,,,,,,,,,,,
238.614971,,,49480,407,,,,,,,,,,,,,,,,,,
238.616194,,,,,,,,,49480,585,,,,,,,,,,,,
238.617079,49480,425,,,,,,,,,,,,,,,,,,,,
238.619127,,,,,49480,901,,,,,,,,,,,,,,,,
238.702607,,,,,,,49520,0,,,,,,,,,,,,,,
238.704805,,,,,,,,,,,7512,-1799,0,0,0,560,-3,37,638682354040000000,-1,1,-101000
238.709533,49528,423,,,,,,,,,,,,,,,,,,,,
238.710760,,,,,49528,904,,,,,,,,,,,,,,,,
238.715139,,,49528,405,,,,,,,,,,,,,,,,,,
238.716969,,,,,,,,,49528,580,,,,,,,,,,,,
238.793904,,,,,,,49568,0,,,,,,,,,,,,,,
238.806292,,,49576,409,,,,,,,,,,,,,,,,,,
238.808031,,,,,,,,,49576,578,,,,,,,,,,,,
238.809253,49576,422,,,,,,,,,,,,,,,,,,,,
238.811564,,,,,49576,922,,,,,,,,,,,,,,,,
238.816804,,,,,,,,,,,7517,-1847,0,0,0,560,-3,37,638682354040000000,-1,1,-101000
238.818787,,,,,,,,,,,7525,-1905,0,0,0,560,-3,37,638682354040000000,-1,1,-100000
238.870841,,,,,,,,,,,7530,-1953,0,0,0,560,-3,37,638682354040000000,-1,1,-99000
238.901563,49624,425,,,,,,,,,,,,,,,,,,,,
238.903144,,,,,49624,839,,,,,,,,,,,,,,,,
238.907517,,,49624,409,,,,,,,,,,,,,,,,,,
238.909251,,,,,,,,,49624,582,,,,,,,,,,,,
238.983809,,,,,,,,,,,7535,-2011,0,0,0,560,-3,37,638682354050000000,-1,1,-99000
238.998769,,,49672,411,,,,,,,,,,,,,,,,,,
239.000376,,,,,,,,,49672,582,,,,,,,,,,,,
239.001596,49672,422,,,,,,,,,,,,,,,,,,,,
239.003853,,,,,49672,842,,,,,,,,,,,,,,,,
239.057090,,,,,,,0,0,,,,,,,,,,,,,,
239.062808,,,,,,,,,,,7538,-2064,0,0,0,560,-3,37,638682354050000000,-1,1,-98000
239.093515,49720,426,,,,,,,,,,,,,,,,,,,,
239.093626,,,,,,,,,49720,585,,,,,,,,,,,,
239.096478,,,,,49720,841,,,,,,,,,,,,,,,,
239.097701,,,,,,,49720,0,,,,,,,,,,,,,,
239.099957,,,49720,412,,,,,,,,,,,,,,,,,,
239.179089,,,,,,,49760,0,,,,,,,,,,,,,,
239.191049,,,49768,416,,,,,,,,,,,,,,,,,,
239.192840,,,,,,,,,49768,589,,,,,,,,,,,,
239.194788,49768,426,,,,,,,,,,,,,,,,,,,,
239.196260,,,,,49768,858,,,,,,,,,,,,,,,,
239.269729,,,,,,,49808,0,,,,,,,,,,,,,,
239.285507,49816,432,,,,,,,,,,,,,,,,,,,,
239.285617,,,,,,,,,49816,586,,,,,,,,,,,,
239.287445,,,,,49816,851,,,,,,,,,,,,,,,,
239.292320,,,49816,416,,,,,,,,,,,,,,,,,,
239.381294,,,,,,,49864,0,,,,,,,,,,,,,,
239.383399,,,49864,419,,,,,,,,,,,,,,,,,,
239.385185,,,,,,,,,49864,583,,,,,,,,,,,,
239.386405,49864,433,,,,,,,,,,,,,,,,,,,,
239.388698,,,,,49864,927,,,,,,,,,,,,,,,,
239.477520,,,,,,,,,49912,587,,,,,,,,,,,,
239.478329,49912,437,,,,,,,,,,,,,,,,,,,,
239.479884,,,,,49912,908,,,,,,,,,,,,,,,,
239.482248,,,,,,,49912,840,,,,,,,,,,,,,,
239.484685,,,49912,423,,,,,,,,,,,,,,,,,,
239.504817,,,,,,,,,,,7542,-2121,0,0,0,560,-3,37,638682354050000000,-1,1,-97000
239.506283,,,,,,,,,,,7544,-2169,0,0,0,560,-3,37,638682354050000000,-1,1,-97000
239.507673,,,,,,,,,,,7545,-2227,0,0,0,560,-3,37,638682354050000000,-1,1,-96000
239.509055,,,,,,,,,,,7547,-2275,0,0,0,560,-3,37,638682354050000000,-1,1,-95000
239.573511,,,,,,,49960,848,,,,,,,,,,,,,,
239.575817,,,,,,,,,,,7547,-2326,0,0,0,560,-3,37,638682354050000000,-1,1,-95000
239.575928,,,49960,422,,,,,,,,,,,,,,,,,,
239.577776,,,,,,,,,49960,585,,,,,,,,,,,,
239.578996,49960,443,,,,,,,,,,,,,,,,,,,,
239.581076,,,,,49960,911,,,,,,,,,,,,,,,,
239.661818,,,,,,,,,,,7547,-2382,0,0,0,560,-3,37,638682354050000000,-1,1,-94000
239.670200,,,,,,,,,50008,584,,,,,,,,,,,,
239.670310,50008,450,,,,,,,,,,,,,,,,,,,,
239.672169,,,,,50008,891,,,,,,,,,,,,,,,,
239.674937,,,,,,,50008,845,,,,,,,,,,,,,,
239.678017,,,50008,425,,,,,,,,,,,,,,,,,,
239.765503,,,,,50056,907,,,,,,,,,,,,,,,,
239.765887,,,,,,,50056,844,,,,,,,,,,,,,,
239.768462,,,50056,433,,,,,,,,,,,,,,,,,,
239.769806,,,,,,,,,50056,585,,,,,,,,,,,,
239.771628,50056,448,,,,,,,,,,,,,,,,,,,,
239.782828,,,,,,,,,,,7547,-2427,0,0,0,560,-3,37,638682354050000000,-1,1,-92999
239.861580,,,,,,,,,50104,582,,,,,,,,,,,,
239.861962,,,50104,433,,,,,,,,,,,,,,,,,,
239.863142,50104,454,,,,,,,,,,,,,,,,,,,,
239.864607,,,,,50104,893,,,,,,,,,,,,,,,,
239.869630,,,,,,,50104,847,,,,,,,,,,,,,,
239.892886,,,,,,,,,,,7545,-2483,0,0,0,560,-3,37,638682354050000000,-1,1,-92999
239.957533,,,,,50152,831,,,,,,,,,,,,,,,,
239.958758,,,,,,,50152,841,,,,,,,,,,,,,,
239.961884,,,50152,433,,,,,,,,,,,,,,,,,,
239.962770,,,,,,,,,50152,581,,,,,,,,,,,,
239.963989,50152,448,,,,,,,,,,,,,,,,,,,,
239.966831,,,,,,,,,,,7544,-2529,0,0,0,560,-3,37,638682354060000000,-1,1,-92000
240.053496,,,,,,,,,50200,581,,,,,,,,,,,,
240.053606,,,50200,431,,,,,,,,,,,,,,,,,,
240.055633,50200,452,,,,,,,,,,,,,,,,,,,,
240.056857,,,,,50200,853,,,,,,,,,,,,,,,,
240.059536,,,,,,,50200,841,,,,,,,,,,,,,,
240.081833,,,,,,,,,,,7541,-2581,0,0,0,560,-3,37,638682354060000000,-1,1,-91000
240.149485,,,,,50248,853,,,,,,,,,,,,,,,,
240.151319,,,,,,,50248,841,,,,,,,,,,,,,,
240.152791,,,50248,436,,,,,,,,,,,,,,,,,,
240.154827,,,,,,,,,50248,584,,,,,,,,,,,,
240.156049,50248,451,,,,,,,,,,,,,,,,,,,,
240.170821,,,,,,,,,,,7540,-2627,0,0,0,560,-3,37,638682354060000000,-1,1,-91000
240.245551,,,,,,,,,50296,583,,,,,,,,,,,,
240.245993,,,50296,437,,,,,,,,,,,,,,,,,,
240.247515,50296,445,,,,,,,,,,,,,,,,,,,,
240.249924,,,,,50296,850,,,,,,,,,,,,,,,,
240.251852,,,,,,,50296,837,,,,,,,,,,,,,,
240.302831,,,,,,,,,,,7537,-2684,0,0,0,560,-3,37,638682354060000000,-1,1,-90000
240.330233,,,,,50336,0,,,,,,,,,,,,,,,,
240.343006,,,,,,,50344,833,,,,,,,,,,,,,,
240.345232,,,50344,442,,,,,,,,,,,,,,,,,,
240.346722,,,,,,,,,50344,584,,,,,,,,,,,,
240.348232,50344,444,,,,,,,,,,,,,,,,,,,,
240.361836,,,,,,,,,,,7532,-2731,0,0,0,560,-3,37,638682354060000000,-1,1,-89000
240.421385,,,,,50384,0,,,,,,,,,,,,,,,,
240.437447,,,50392,444,,,,,,,,,,,,,,,,,,
240.439415,50392,437,,,,,,,,,,,,,,,,,,,,
240.439740,,,,,,,,,50392,585,,,,,,,,,,,,
240.444598,,,,,,,50392,830,,,,,,,,,,,,,,
240.476844,,,,,,,,,,,7527,-2790,0,0,0,560,-3,37,638682354060000000,-1,1,-88000
240.533504,,,,,50440,839,,,,,,,,,,,,,,,,
240.535354,,,,,,,50440,831,,,,,,,,,,,,,,
240.537671,,,50440,444,,,,,,,,,,,,,,,,,,
240.539068,,,,,,,,,50440,578,,,,,,,,,,,,
240.540916,50440,433,,,,,,,,,,,,,,,,,,,,
240.588843,,,,,,,,,,,7524,-2830,0,0,0,560,-3,37,638682354060000000,-1,1,-88000
240.629440,,,50488,448,,,,,,,,,,,,,,,,,,
240.631858,50488,422,,,,,,,,,,,,,,,,,,,,
240.632298,,,,,,,,,50488,580,,,,,,,,,,,,
240.633964,,,,,50488,847,,,,,,,,,,,,,,,,
240.637244,,,,,,,50488,835,,,,,,,,,,,,,,
240.667848,,,,,,,,,,,7517,-2891,0,0,0,560,-3,37,638682354060000000,-1,1,-87000
240.715020,,,,,50528,0,,,,,,,,,,,,,,,,
240.727794,,,,,,,50536,834,,,,,,,,,,,,,,
240.730050,,,50536,452,,,,,,,,,,,,,,,,,,
240.731685,,,,,,,,,50536,582,,,,,,,,,,,,
240.733205,50536,416,,,,,,,,,,,,,,,,,,,,
240.768841,,,,,,,,,,,7512,-2938,0,0,0,560,-3,37,638682354060000000,-1,1,-87000
240.821470,,,50584,458,,,,,,,,,,,,,,,,,,
240.822697,,,,,,,,,50584,585,,,,,,,,,,,,
240.825013,50584,416,,,,,,,,,,,,,,,,,,,,
240.827358,,,,,50584,863,,,,,,,,,,,,,,,,
240.829108,,,,,,,50584,840,,,,,,,,,,,,,,
240.907335,,,,,50624,0,,,,,,,,,,,,,,,,
240.917437,50632,411,,,,,,,,,,,,,,,,,,,,
240.920843,,,,,,,,,,,7503,-2997,0,0,0,560,-3,37,638682354060000000,-1,1,-86000
240.920956,,,,,,,50632,833,,,,,,,,,,,,,,
240.922724,,,50632,453,,,,,,,,,,,,,,,,,,
240.925372,,,,,,,,,50632,581,,,,,,,,,,,,
241.007852,,,,,,,,,,,7495,-3046,0,0,0,560,-3,37,638682354070000000,-1,1,-85000
241.013424,,,50680,456,,,,,,,,,,,,,,,,,,
241.013537,,,,,,,50680,836,,,,,,,,,,,,,,
241.015700,,,,,,,,,50680,582,,,,,,,,,,,,
241.017609,50680,408,,,,,,,,,,,,,,,,,,,,
241.018831,,,,,50680,868,,,,,,,,,,,,,,,,
241.086857,,,,,,,,,,,7487,-3100,0,0,0,560,-3,37,638682354070000000,-1,1,-84000
241.109427,50728,407,,,,,,,,,,,,,,,,,,,,
241.110661,,,,,50728,879,,,,,,,,,,,,,,,,
241.112702,,,,,,,50728,832,,,,,,,,,,,,,,
241.114564,,,50728,459,,,,,,,,,,,,,,,,,,
241.116130,,,,,,,,,50728,582,,,,,,,,,,,,
241.166850,,,,,,,,,,,7476,-3158,0,0,0,560,-3,37,638682354070000000,-1,1,-84000
241.205440,,,,,,,50776,830,,,,,,,,,,,,,,
241.205550,,,50776,462,,,,,,,,,,,,,,,,,,
241.207398,,,,,,,,,50776,579,,,,,,,,,,,,
241.208994,50776,407,,,,,,,,,,,,,,,,,,,,
241.211039,,,,,50776,895,,,,,,,,,,,,,,,,
241.277865,,,,,,,,,,,7467,-3205,0,0,0,560,-3,37,638682354070000000,-1,1,-83000
241.301419,50824,406,,,,,,,,,,,,,,,,,,,,
241.302645,,,,,50824,880,,,,,,,,,,,,,,,,
241.305050,,,,,,,50824,830,,,,,,,,,,,,,,
241.306760,,,50824,461,,,,,,,,,,,,,,,,,,
241.308506,,,,,,,,,50824,581,,,,,,,,,,,,
241.364862,,,,,,,,,,,7455,-3262,0,0,0,560,-3,37,638682354070000000,-1,1,-82000
241.397484,,,,,,,50872,833,,,,,,,,,,,,,,
241.398354,,,50872,462,,,,,,,,,,,,,,,,,,
241.399578,,,,,,,,,50872,586,,,,,,,,,,,,
241.402120,50872,407,,,,,,,,,,,,,,,,,,,,
241.403475,,,,,50872,884,,,,,,,,,,,,,,,,
241.474862,,,,,,,,,,,7446,-3308,0,0,0,560,-3,37,638682354070000000,-1,1,-82000
241.494099,50920,403,,,,,,,,,,,,,,,,,,,,
241.495988,,,,,50920,892,,,,,,,,,,,,,,,,
241.497458,,,,,,,50920,832,,,,,,,,,,,,,,
241.499144,,,50920,458,,,,,,,,,,,,,,,,,,
241.500819,,,,,,,,,50920,586,,,,,,,,,,,,
241.575913,,,,,50960,0,,,,,,,,,,,,,,,,
241.589422,,,,,,,50968,830,,,,,,,,,,,,,,
241.590646,,,50968,462,,,,,,,,,,,,,,,,,,
241.592001,,,,,,,,,50968,588,,,,,,,,,,,,
241.593721,50968,405,,,,,,,,,,,,,,,,,,,,
241.608869,,,,,,,,,,,7433,-3360,0,0,0,560,-3,37,638682354070000000,-1,1,-81000
241.655855,,,,,,,,,,,7423,-3407,0,0,0,560,-3,37,638682354070000000,-1,1,-81000
241.685409,51016,402,,,,,,,,,,,,,,,,,,,,
241.687252,,,,,51016,0,,,,,,,,,,,,,,,,
241.689776,,,,,,,51016,828,,,,,,,,,,,,,,
241.692500,,,51016,465,,,,,,,,,,,,,,,,,,
241.693722,,,,,,,,,51016,586,,,,,,,,,,,,
241.764876,,,,,,,,,,,7409,-3465,0,0,0,560,-3,37,638682354070000000,-1,1,-80000
241.768304,,,,,51056,0,,,,,,,,,,,,,,,,
241.781462,,,,,,,51064,834,,,,,,,,,,,,,,
241.782686,,,51064,465,,,,,,,,,,,,,,,,,,
241.784346,,,,,,,,,51064,585,,,,,,,,,,,,
241.786816,51064,398,,,,,,,,,,,,,,,,,,,,
241.873868,,,,,,,,,,,7394,-3512,0,0,0,560,-3,37,638682354070000000,-1,1,-79000
241.877394,51112,398,,,,,,,,,,,,,,,,,,,,
241.877504,,,,,,,,,51112,586,,,,,,,,,,,,
241.879781,,,,,51112,896,,,,,,,,,,,,,,,,
241.882185,,,,,,,51112,829,,,,,,,,,,,,,,
241.883685,,,51112,469,,,,,,,,,,,,,,,,,,
241.973408,,,,,,,51160,831,,,,,,,,,,,,,,
241.975888,,,,,,,,,,,7380,-3569,0,0,0,560,-3,37,638682354080000000,-1,1,-78000
241.975999,,,51160,459,,,,,,,,,,,,,,,,,,
241.978501,,,,,,,,,51160,585,,,,,,,,,,,,
241.980285,51160,401,,,,,,,,,,,,,,,,,,,,
241.981910,,,,,51160,998,,,,,,,,,,,,,,,,
242.069410,,,,,,,,,51208,584,,,,,,,,,,,,
242.069738,51208,402,,,,,,,,,,,,,,,,,,,,
242.072525,,,,,51208,936,,,,,,,,,,,,,,,,
242.076580,,,,,,,51208,832,,,,,,,,,,,,,,
242.076845,,,51208,462,,,,,,,,,,,,,,,,,,
242.138887,,,,,,,,,,,7364,-3619,0,0,0,560,-3,37,638682354080000000,-1,1,-78000
242.165397,,,,,51256,875,,,,,,,,,,,,,,,,
242.166655,,,,,,,51256,838,,,,,,,,,,,,,,
242.167827,,,51256,472,,,,,,,,,,,,,,,,,,
242.169048,,,,,,,,,51256,587,,,,,,,,,,,,
242.170888,51256,402,,,,,,,,,,,,,,,,,,,,
242.189880,,,,,,,,,,,7352,-3664,0,0,0,560,-3,37,638682354080000000,-1,1,-77000
242.261401,,,,,,,,,51304,590,,,,,,,,,,,,
242.263273,51304,401,,,,,,,,,,,,,,,,,,,,
242.264616,,,,,51304,876,,,,,,,,,,,,,,,,
242.266880,,,,,,,51304,837,,,,,,,,,,,,,,
242.268592,,,51304,472,,,,,,,,,,,,,,,,,,
242.337888,,,,,,,,,,,7335,-3718,0,0,0,560,-3,37,638682354080000000,-1,1,-76000
242.357388,,,,,51352,879,,,,,,,,,,,,,,,,
242.358614,,,,,,,51352,816,,,,,,,,,,,,,,
242.360501,,,51352,471,,,,,,,,,,,,,,,,,,
242.361723,,,,,,,,,51352,590,,,,,,,,,,,,
242.363419,51352,406,,,,,,,,,,,,,,,,,,,,
242.373881,,,,,,,,,,,7316,-3772,0,0,0,560,-3,37,638682354080000000,-1,1,-76000
242.453398,,,,,,,,,51400,585,,,,,,,,,,,,
242.454625,51400,403,,,,,,,,,,,,,,,,,,,,
242.457467,,,,,51400,884,,,,,,,,,,,,,,,,
242.459379,,,,,,,51400,810,,,,,,,,,,,,,,
242.460881,,,51400,478,,,,,,,,,,,,,,,,,,
242.474883,,,,,,,,,,,7302,-3817,0,0,0,560,-3,37,638682354080000000,-1,1,-75000
242.549383,,,,,51448,886,,,,,,,,,,,,,,,,
242.550607,,,,,,,51448,810,,,,,,,,,,,,,,
242.552036,,,51448,475,,,,,,,,,,,,,,,,,,
242.553693,,,,,,,,,51448,587,,,,,,,,,,,,
242.555707,51448,403,,,,,,,,,,,,,,,,,,,,
242.580881,,,,,,,,,,,7284,-3867,0,0,0,560,-3,37,638682354080000000,-1,1,-74000
242.645352,,,51496,474,,,,,,,,,,,,,,,,,,
242.645463,,,,,,,,,51496,581,,,,,,,,,,,,
242.646895,51496,403,,,,,,,,,,,,,,,,,,,,
242.649261,,,,,51496,881,,,,,,,,,,,,,,,,
242.651845,,,,,,,51496,812,,,,,,,,,,,,,,
242.699889,,,,,,,,,,,7268,-3911,0,0,0,560,-3,37,638682354080000000,-1,1,-74000
242.741375,,,,,51544,876,,,,,,,,,,,,,,,,
242.742759,,,,,,,51544,782,,,,,,,,,,,,,,
242.744767,,,51544,474,,,,,,,,,,,,,,,,,,
242.745991,,,,,,,,,51544,578,,,,,,,,,,,,
242.748763,51544,401,,,,,,,,,,,,,,,,,,,,
242.818911,,,,,,,,,,,7247,-3966,0,0,0,560,-3,37,638682354080000000,-1,1,-73000
242.837383,,,51592,474,,,,,,,,,,,,,,,,,,
242.837493,,,,,,,,,51592,578,,,,,,,,,,,,
242.839301,51592,403,,,,,,,,,,,,,,,,,,,,
242.842017,,,,,51592,877,,,,,,,,,,,,,,,,
242.844046,,,,,,,51592,783,,,,,,,,,,,,,,
242.864894,,,,,,,,,,,7230,-4010,0,0,0,560,-3,37,638682354080000000,-1,1,-72000
242.933403,,,,,51640,884,,,,,,,,,,,,,,,,
242.935229,,,,,,,51640,786,,,,,,,,,,,,,,
242.936993,,,51640,474,,,,,,,,,,,,,,,,,,
242.938352,,,,,,,,,51640,579,,,,,,,,,,,,
242.940526,51640,404,,,,,,,,,,,,,,,,,,,,
242.964898,,,,,,,,,,,7208,-4063,0,0,0,560,-3,37,638682354090000000,-1,1,-72000
243.029337,,,51688,478,,,,,,,,,,,,,,,,,,
243.029601,,,,,,,,,51688,580,,,,,,,,,,,,
243.032332,51688,399,,,,,,,,,,,,,,,,,,,,
243.033956,,,,,51688,888,,,,,,,,,,,,,,,,
243.036577,,,,,,,51688,783,,,,,,,,,,,,,,
243.091896,,,,,,,,,,,7191,-4108,0,0,0,560,-3,37,638682354090000000,-1,1,-71000
243.115100,,,,,51728,0,,,,,,,,,,,,,,,,
243.127639,,,,,,,51736,784,,,,,,,,,,,,,,
243.129141,,,51736,480,,,,,,,,,,,,,,,,,,
243.130786,,,,,,,,,51736,581,,,,,,,,,,,,
243.133424,51736,400,,,,,,,,,,,,,,,,,,,,
243.221908,,,,,,,,,51784,587,,,,,,,,,,,,
243.224478,,,51784,482,,,,,,,,,,,,,,,,,,
243.224588,51784,402,,,,,,,,,,,,,,,,,,,,
243.227106,,,,,51784,882,,,,,,,,,,,,,,,,
243.229900,,,,,,,,,,,7165,-4166,0,0,0,560,-3,37,638682354090000000,-1,1,-70000
243.230013,,,,,,,51784,788,,,,,,,,,,,,,,
243.243883,,,,,,,,,,,7145,-4208,0,0,0,560,-3,37,638682354090000000,-1,1,-70000
243.317380,,,,,51832,877,,,,,,,,,,,,,,,,
243.317706,51832,405,,,,,,,,,,,,,,,,,,,,
243.320078,,,,,,,51832,790,,,,,,,,,,,,,,
243.322417,,,51832,486,,,,,,,,,,,,,,,,,,
243.323907,,,,,,,,,51832,587,,,,,,,,,,,,
243.384910,,,,,,,,,,,7121,-4260,0,0,0,560,-3,37,638682354090000000,-1,1,-69000
243.413320,,,51880,490,,,,,,,,,,,,,,,,,,
243.413432,,,,,,,51880,790,,,,,,,,,,,,,,
243.414863,,,,,,,,,51880,590,,,,,,,,,,,,
243.416773,51880,402,,,,,,,,,,,,,,,,,,,,
243.418589,,,,,51880,0,,,,,,,,,,,,,,,,
243.453919,,,,,,,,,,,7097,-4306,0,0,0,560,-3,37,638682354090000000,-1,1,-68000
243.509362,51928,409,,,,,,,,,,,,,,,,,,,,
243.510951,,,,,51928,915,,,,,,,,,,,,,,,,
243.512395,,,,,,,51928,789,,,,,,,,,,,,,,
243.514051,,,51928,489,,,,,,,,,,,,,,,,,,
243.515669,,,,,,,,,51928,585,,,,,,,,,,,,
243.605414,,,,,,,51976,789,,,,,,,,,,,,,,
243.605524,,,51976,487,,,,,,,,,,,,,,,,,,
243.606956,,,,,,,,,51976,588,,,,,,,,,,,,
243.609212,51976,407,,,,,,,,,,,,,,,,,,,,
243.610947,,,,,51976,905,,,,,,,,,,,,,,,,
243.613917,,,,,,,,,,,7077,-4346,0,0,0,560,-3,37,638682354090000000,-1,1,-68000
243.679901,,,,,,,,,,,7052,-4394,0,0,0,560,-3,37,638682354090000000,-1,1,-67000
243.701316,52024,407,,,,,,,,,,,,,,,,,,,,
243.702491,,,,,52024,900,,,,,,,,,,,,,,,,
243.704771,,,,,,,52024,794,,,,,,,,,,,,,,
243.706369,,,52024,489,,,,,,,,,,,,,,,,,,
243.707789,,,,,,,,,52024,579,,,,,,,,,,,,
243.797328,,,,,,,52072,787,,,,,,,,,,,,,,
243.797438,,,52072,494,,,,,,,,,,,,,,,,,,
243.798870,,,,,,,,,52072,581,,,,,,,,,,,,
243.801560,52072,411,,,,,,,,,,,,,,,,,,,,
243.803283,,,,,52072,882,,,,,,,,,,,,,,,,
243.824921,,,,,,,,,,,7032,-4433,0,0,0,560,-3,37,638682354090000000,-1,1,-66000
243.845905,,,,,,,,,,,7007,-4479,0,0,0,560,-3,37,638682354090000000,-1,1,-66000
243.893308,52120,413,,,,,,,,,,,,,,,,,,,,
243.894535,,,,,52120,875,,,,,,,,,,,,,,,,
243.897181,,,,,,,52120,780,,,,,,,,,,,,,,
243.898407,,,52120,497,,,,,,,,,,,,,,,,,,
243.900133,,,,,,,,,52120,580,,,,,,,,,,,,
243.989320,,,,,,,52168,786,,,,,,,,,,,,,,
243.990825,,,52168,498,,,,,,,,,,,,,,,,,,
243.991959,,,,,,,,,52168,581,,,,,,,,,,,,
243.993909,52168,406,,,,,,,,,,,,,,,,,,,,
243.995599,,,,,52168,884,,,,,,,,,,,,,,,,
244.048909,,,,,,,,,,,6986,-4517,0,0,0,560,-3,37,638682354100000000,-1,1,-65000
244.085302,52216,415,,,,,,,,,,,,,,,,,,,,
244.086724,,,,,52216,0,,,,,,,,,,,,,,,,
244.090369,,,,,,,52216,777,,,,,,,,,,,,,,
244.091294,,,52216,501,,,,,,,,,,,,,,,,,,
244.092785,,,,,,,,,52216,585,,,,,,,,,,,,
244.124929,,,,,,,,,,,6963,-4559,0,0,0,560,-3,37,638682354100000000,-1,1,-64000
244.181392,,,,,,,52264,777,,,,,,,,,,,,,,
244.183399,,,52264,499,,,,,,,,,,,,,,,,,,
244.184579,,,,,,,,,52264,584,,,,,,,,,,,,
244.186318,52264,415,,,,,,,,,,,,,,,,,,,,
244.188962,,,,,52264,885,,,,,,,,,,,,,,,,
244.197916,,,,,,,,,,,6939,-4596,0,0,0,560,-3,37,638682354100000000,-1,1,-64000
244.269032,,,,,52304,0,,,,,,,,,,,,,,,,
244.275924,,,,,,,,,,,6912,-4641,0,0,0,560,-3,37,638682354100000000,-1,1,-63000
244.278154,,,,,,,,,52312,581,,,,,,,,,,,,
244.278420,52312,420,,,,,,,,,,,,,,,,,,,,
244.281969,,,,,,,52312,773,,,,,,,,,,,,,,
244.283384,,,52312,501,,,,,,,,,,,,,,,,,,
244.362927,,,,,,,,,,,6888,-4678,0,0,0,560,-3,37,638682354100000000,-1,1,-63000
244.375135,,,,,,,52360,780,,,,,,,,,,,,,,
244.376342,,,52360,504,,,,,,,,,,,,,,,,,,
244.376684,,,,,,,,,52360,582,,,,,,,,,,,,
244.378698,52360,422,,,,,,,,,,,,,,,,,,,,
244.380447,,,,,52360,942,,,,,,,,,,,,,,,,
244.450926,,,,,,,,,,,6856,-4727,0,0,0,560,-3,37,638682354100000000,-1,1,-62000
244.469696,,,,,,,,,52408,584,,,,,,,,,,,,
244.470578,52408,423,,,,,,,,,,,,,,,,,,,,
244.472065,,,,,52408,930,,,,,,,,,,,,,,,,
244.474437,,,,,,,52408,778,,,,,,,,,,,,,,
244.475823,,,52408,514,,,,,,,,,,,,,,,,,,
244.564910,,,,,52456,0,,,,,,,,,,,,,,,,
244.566113,,,,,,,52456,773,,,,,,,,,,,,,,
244.567337,,,52456,508,,,,,,,,,,,,,,,,,,
244.568929,,,,,,,,,52456,582,,,,,,,,,,,,
244.571168,52456,407,,,,,,,,,,,,,,,,,,,,
244.577922,,,,,,,,,,,6834,-4760,0,0,0,560,-3,37,638682354100000000,-1,1,-61000
244.661298,,,,,,,,,52504,578,,,,,,,,,,,,
244.662524,52504,414,,,,,,,,,,,,,,,,,,,,
244.663946,,,,,52504,929,,,,,,,,,,,,,,,,
244.669274,,,,,,,52504,778,,,,,,,,,,,,,,
244.669385,,,52504,519,,,,,,,,,,,,,,,,,,
244.673971,,,,,,,,,,,6803,-4810,0,0,0,560,-3,37,638682354100000000,-1,1,-61000
244.757322,,,,,52552,940,,,,,,,,,,,,,,,,
244.758548,,,,,,,52552,775,,,,,,,,,,,,,,
244.761169,,,52552,519,,,,,,,,,,,,,,,,,,
244.761279,,,,,,,,,52552,580,,,,,,,,,,,,
244.763517,52552,410,,,,,,,,,,,,,,,,,,,,
244.771933,,,,,,,,,,,6779,-4847,0,0,0,560,-3,37,638682354100000000,-1,1,-59999
244.853291,,,,,,,,,52600,581,,,,,,,,,,,,
244.854671,52600,422,,,,,,,,,,,,,,,,,,,,
244.856617,,,,,52600,911,,,,,,,,,,,,,,,,
244.859926,,,,,,,,,,,6749,-4891,0,0,0,560,-3,37,638682354100000000,-1,1,-59999
244.860039,,,,,,,52600,773,,,,,,,,,,,,,,
