Time[s],UWB_Simple::Anchor1UwbTx::Index_1,UWB_Simple::Anchor1UwbTx::Dis_1,UWB_Simple::Anchor2UwbTx::Index_2,UWB_Simple::Anchor2UwbTx::Dis_2,UWB_Simple::Anchor3UwbTx::Index_3,UWB_Simple::Anchor3UwbTx::Dis_3,UWB_Simple::Anchor4UwbTx::Index_4,UWB_Simple::Anchor4UwbTx::Dis_4,UWB_Simple::Anchor5UwbTx::Index_5,UWB_Simple::Anchor5UwbTx::Dis_5,UWB_Simple::CarSts::Carsts_Y,UWB_Simple::CarSts::Carsts_X,UWB_Simple::CarSts::Carsts_TestSts,UWB_Simple::CarSts::Carsts_RobotTaskID,UWB_Simple::CarSts::Carsts_RobotInMotion,UWB_Simple::CarSts::Carsts_Robot_Z,UWB_Simple::CarSts::Carsts_Robot_Y,UWB_Simple::CarSts::Carsts_Robot_X,UWB_Simple::CarSts::Carsts_RealTi,UWB_Simple::CarSts::CarSts_CarTaskID,UWB_Simple::CarSts::Carsts_CarInMotion,UWB_Simple::CarSts::Carsts_Angle
402.095618,,,,,,,,,152,660,,,,,,,,,,,,
402.096541,,,,,,,152,555,,,,,,,,,,,,,,
402.097628,,,,,152,410,,,,,,,,,,,,,,,,
402.097739,152,889,,,,,,,,,,,,,,,,,,,,
402.157123,,,,,,,,,,,-3205,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.188113,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.195576,,,200,776,,,,,,,,,,,,,,,,,,
402.196799,,,,,,,,,200,662,,,,,,,,,,,,
402.197609,200,889,,,,,,,,,,,,,,,,,,,,
402.198500,,,,,,,200,553,,,,,,,,,,,,,,
402.198895,,,,,200,411,,,,,,,,,,,,,,,,
402.286608,,,248,773,,,,,,,,,,,,,,,,,,
402.287831,,,,,,,,,248,661,,,,,,,,,,,,
402.289057,,,,,248,409,,,,,,,,,,,,,,,,
402.290295,248,892,,,,,,,,,,,,,,,,,,,,
402.290651,,,,,,,248,559,,,,,,,,,,,,,,
402.343139,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.363121,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.387671,,,296,773,,,,,,,,,,,,,,,,,,
402.389576,,,,,,,,,296,663,,,,,,,,,,,,
402.390005,296,891,,,,,,,,,,,,,,,,,,,,
402.390116,,,,,296,413,,,,,,,,,,,,,,,,
402.392026,,,,,,,296,557,,,,,,,,,,,,,,
402.478797,,,344,777,,,,,,,,,,,,,,,,,,
402.480026,,,,,,,,,344,664,,,,,,,,,,,,
402.481250,,,,,344,416,,,,,,,,,,,,,,,,
402.481363,,,,,,,344,567,,,,,,,,,,,,,,
402.481631,344,892,,,,,,,,,,,,,,,,,,,,
402.580113,,,392,774,,,,,,,,,,,,,,,,,,
402.581340,,,,,,,,,392,662,,,,,,,,,,,,
402.582562,392,892,,,,,,,,,,,,,,,,,,,,
402.582673,,,,,392,411,,,,,,,,,,,,,,,,
402.582787,,,,,,,392,563,,,,,,,,,,,,,,
402.671327,,,440,774,,,,,,,,,,,,,,,,,,
402.672552,,,,,,,,,440,665,,,,,,,,,,,,
402.673775,440,890,,,,,,,,,,,,,,,,,,,,
402.673886,,,,,440,419,,,,,,,,,,,,,,,,
402.675252,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.676699,,,,,,,,,,,-3203,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.676812,,,,,,,440,560,,,,,,,,,,,,,,
402.720138,,,,,,,,,,,-3203,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.766524,488,886,,,,,,,,,,,,,,,,,,,,
402.766636,,,,,488,413,,,,,,,,,,,,,,,,
402.766750,,,,,,,488,567,,,,,,,,,,,,,,
402.772491,,,488,774,,,,,,,,,,,,,,,,,,
402.773885,,,,,,,,,488,663,,,,,,,,,,,,
402.784141,,,,,,,,,,,-3203,1738,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.861140,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355680000000,-1,0,135000
402.863676,,,536,776,,,,,,,,,,,,,,,,,,
402.864898,,,,,,,,,536,661,,,,,,,,,,,,
402.866117,,,,,536,409,,,,,,,,,,,,,,,,
402.866230,,,,,,,536,566,,,,,,,,,,,,,,
402.868341,536,889,,,,,,,,,,,,,,,,,,,,
402.958516,584,895,,,,,,,,,,,,,,,,,,,,
402.958627,,,,,584,417,,,,,,,,,,,,,,,,
402.958740,,,,,,,584,565,,,,,,,,,,,,,,
402.965753,,,584,774,,,,,,,,,,,,,,,,,,
402.966570,,,,,,,,,584,663,,,,,,,,,,,,
403.011151,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.056086,,,632,770,,,,,,,,,,,,,,,,,,
403.057313,,,,,,,,,632,667,,,,,,,,,,,,
403.058537,,,,,,,632,560,,,,,,,,,,,,,,
403.058648,,,,,632,415,,,,,,,,,,,,,,,,
403.059721,632,892,,,,,,,,,,,,,,,,,,,,
403.150516,,,,,680,405,,,,,,,,,,,,,,,,
403.150627,680,885,,,,,,,,,,,,,,,,,,,,
403.150740,,,,,,,680,563,,,,,,,,,,,,,,
403.157401,,,680,771,,,,,,,,,,,,,,,,,,
403.158624,,,,,,,,,680,663,,,,,,,,,,,,
403.163150,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.165130,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.248584,,,728,773,,,,,,,,,,,,,,,,,,
403.249811,,,,,,,,,728,663,,,,,,,,,,,,
403.251030,728,895,,,,,,,,,,,,,,,,,,,,
403.251440,,,,,,,728,567,,,,,,,,,,,,,,
403.252694,,,,,728,413,,,,,,,,,,,,,,,,
403.260156,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.342510,,,,,776,412,,,,,,,,,,,,,,,,
403.342621,,,,,,,,,776,667,,,,,,,,,,,,
403.342924,,,,,,,776,562,,,,,,,,,,,,,,
403.343036,776,892,,,,,,,,,,,,,,,,,,,,
403.349903,,,776,771,,,,,,,,,,,,,,,,,,
403.441027,,,824,776,,,,,,,,,,,,,,,,,,
403.442254,,,,,,,,,824,662,,,,,,,,,,,,
403.443475,824,895,,,,,,,,,,,,,,,,,,,,
403.443586,,,,,824,413,,,,,,,,,,,,,,,,
403.443698,,,,,,,824,564,,,,,,,,,,,,,,
403.467162,,,,,,,,,,,-3203,1739,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.487138,,,,,,,,,,,-3203,1738,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.534498,,,,,872,411,,,,,,,,,,,,,,,,
403.534609,872,893,,,,,,,,,,,,,,,,,,,,
403.534722,,,,,,,872,567,,,,,,,,,,,,,,
403.536266,,,872,773,,,,,,,,,,,,,,,,,,
403.536376,,,,,,,,,872,662,,,,,,,,,,,,
403.568148,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.633498,,,920,774,,,,,,,,,,,,,,,,,,
403.634725,,,,,,,,,920,663,,,,,,,,,,,,
403.635948,,,,,,,920,555,,,,,,,,,,,,,,
403.636058,920,889,,,,,,,,,,,,,,,,,,,,
403.636169,,,,,920,413,,,,,,,,,,,,,,,,
403.664157,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.726552,,,968,775,,,,,,,,,,,,,,,,,,
403.726663,,,,,968,414,,,,,,,,,,,,,,,,
403.726776,,,,,,,968,570,,,,,,,,,,,,,,
403.726886,,,,,,,,,968,662,,,,,,,,,,,,
403.726997,968,894,,,,,,,,,,,,,,,,,,,,
403.767161,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.825876,,,1016,776,,,,,,,,,,,,,,,,,,
403.827104,,,,,,,,,1016,664,,,,,,,,,,,,
403.828323,1016,890,,,,,,,,,,,,,,,,,,,,
403.828435,,,,,1016,418,,,,,,,,,,,,,,,,
403.829545,,,,,,,1016,564,,,,,,,,,,,,,,
403.861161,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355690000000,-1,0,135000
403.918469,,,1064,774,,,,,,,,,,,,,,,,,,
403.918580,,,,,,,,,1064,663,,,,,,,,,,,,
403.919723,,,,,,,1064,558,,,,,,,,,,,,,,
403.919833,,,,,1064,413,,,,,,,,,,,,,,,,
403.920145,1064,892,,,,,,,,,,,,,,,,,,,,
404.011166,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.018256,,,1112,774,,,,,,,,,,,,,,,,,,
404.019482,,,,,,,,,1112,663,,,,,,,,,,,,
404.020705,,,,,,,1112,558,,,,,,,,,,,,,,
404.020816,1112,892,,,,,,,,,,,,,,,,,,,,
404.022165,,,,,1112,410,,,,,,,,,,,,,,,,
404.063157,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.110497,,,1160,776,,,,,,,,,,,,,,,,,,
404.110608,,,,,,,,,1160,665,,,,,,,,,,,,
404.112040,1160,888,,,,,,,,,,,,,,,,,,,,
404.112863,,,,,1160,411,,,,,,,,,,,,,,,,
404.114908,,,,,,,1160,565,,,,,,,,,,,,,,
404.210843,,,1208,776,,,,,,,,,,,,,,,,,,
404.212004,,,,,,,,,1208,666,,,,,,,,,,,,
404.213228,,,,,,,1208,557,,,,,,,,,,,,,,
404.215227,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.215338,1208,894,,,,,,,,,,,,,,,,,,,,
404.215449,,,,,1208,411,,,,,,,,,,,,,,,,
404.302725,,,,,,,,,1256,660,,,,,,,,,,,,
404.303022,,,1256,771,,,,,,,,,,,,,,,,,,
404.304267,1256,890,,,,,,,,,,,,,,,,,,,,
404.304378,,,,,1256,407,,,,,,,,,,,,,,,,
404.304491,,,,,,,1256,558,,,,,,,,,,,,,,
404.366177,,,,,,,,,,,-3204,1738,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.402922,,,1304,772,,,,,,,,,,,,,,,,,,
404.404147,,,,,,,,,1304,663,,,,,,,,,,,,
404.405370,,,,,,,1304,556,,,,,,,,,,,,,,
404.405481,,,,,1304,415,,,,,,,,,,,,,,,,
404.405652,1304,894,,,,,,,,,,,,,,,,,,,,
404.427228,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.478162,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.494441,,,1352,775,,,,,,,,,,,,,,,,,,
404.495668,,,,,,,,,1352,660,,,,,,,,,,,,
404.496573,1352,893,,,,,,,,,,,,,,,,,,,,
404.497022,,,,,1352,412,,,,,,,,,,,,,,,,
404.497135,,,,,,,1352,563,,,,,,,,,,,,,,
404.565170,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.595300,,,1400,776,,,,,,,,,,,,,,,,,,
404.596529,,,,,,,,,1400,663,,,,,,,,,,,,
404.597750,,,,,1400,408,,,,,,,,,,,,,,,,
404.597861,1400,896,,,,,,,,,,,,,,,,,,,,
404.599828,,,,,,,1400,565,,,,,,,,,,,,,,
404.672178,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.686435,,,1448,773,,,,,,,,,,,,,,,,,,
404.687659,,,,,,,,,1448,661,,,,,,,,,,,,
404.688880,,,,,1448,411,,,,,,,,,,,,,,,,
404.690039,,,,,,,1448,556,,,,,,,,,,,,,,
404.692221,1448,890,,,,,,,,,,,,,,,,,,,,
404.787739,,,1496,771,,,,,,,,,,,,,,,,,,
404.788964,,,,,,,,,1496,665,,,,,,,,,,,,
404.790186,1496,889,,,,,,,,,,,,,,,,,,,,
404.791433,,,,,,,1496,553,,,,,,,,,,,,,,
404.792324,,,,,1496,418,,,,,,,,,,,,,,,,
404.808178,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.879263,,,1544,772,,,,,,,,,,,,,,,,,,
404.880433,,,,,,,,,1544,661,,,,,,,,,,,,
404.881524,1544,889,,,,,,,,,,,,,,,,,,,,
404.881787,,,,,1544,407,,,,,,,,,,,,,,,,
404.881900,,,,,,,1544,556,,,,,,,,,,,,,,
404.960178,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355700000000,-1,0,135000
404.974436,,,,,1592,419,,,,,,,,,,,,,,,,
404.974549,,,,,,,1592,566,,,,,,,,,,,,,,
404.980286,,,1592,776,,,,,,,,,,,,,,,,,,
404.981513,,,,,,,,,1592,660,,,,,,,,,,,,
404.982684,1592,895,,,,,,,,,,,,,,,,,,,,
405.048197,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.071242,,,1640,774,,,,,,,,,,,,,,,,,,
405.073151,,,,,,,,,1640,662,,,,,,,,,,,,
405.073542,1640,891,,,,,,,,,,,,,,,,,,,,
405.074645,,,,,1640,413,,,,,,,,,,,,,,,,
405.075083,,,,,,,1640,557,,,,,,,,,,,,,,
405.166219,,,,,,,,,,,-3204,1737,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.166558,1688,894,,,,,,,,,,,,,,,,,,,,
405.166671,,,,,,,1688,566,,,,,,,,,,,,,,
405.167947,,,,,1688,413,,,,,,,,,,,,,,,,
405.173242,,,1688,777,,,,,,,,,,,,,,,,,,
405.176089,,,,,,,,,1688,660,,,,,,,,,,,,
405.180195,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.263683,,,1736,771,,,,,,,,,,,,,,,,,,
405.265987,,,,,1736,410,,,,,,,,,,,,,,,,
405.266098,1736,889,,,,,,,,,,,,,,,,,,,,
405.267327,,,,,,,,,1736,666,,,,,,,,,,,,
405.267716,,,,,,,1736,571,,,,,,,,,,,,,,
405.357203,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.359250,1784,890,,,,,,,,,,,,,,,,,,,,
405.359364,,,,,,,1784,561,,,,,,,,,,,,,,
405.360945,,,,,1784,411,,,,,,,,,,,,,,,,
405.365000,,,1784,774,,,,,,,,,,,,,,,,,,
405.366221,,,,,,,,,1784,660,,,,,,,,,,,,
405.402205,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.456184,,,1832,774,,,,,,,,,,,,,,,,,,
405.457412,,,,,,,,,1832,661,,,,,,,,,,,,
405.458635,1832,890,,,,,,,,,,,,,,,,,,,,
405.458746,,,,,1832,413,,,,,,,,,,,,,,,,
405.458859,,,,,,,1832,563,,,,,,,,,,,,,,
405.467193,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.550405,1880,896,,,,,,,,,,,,,,,,,,,,
405.550515,,,,,1880,414,,,,,,,,,,,,,,,,
405.550628,,,,,,,1880,563,,,,,,,,,,,,,,
405.550739,,,,,,,,,1880,662,,,,,,,,,,,,
405.557500,,,1880,773,,,,,,,,,,,,,,,,,,
405.561260,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.648624,,,1928,774,,,,,,,,,,,,,,,,,,
405.650487,1928,891,,,,,,,,,,,,,,,,,,,,
405.650597,,,,,,,,,1928,661,,,,,,,,,,,,
405.650844,,,,,1928,413,,,,,,,,,,,,,,,,
405.650957,,,,,,,1928,568,,,,,,,,,,,,,,
405.674199,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.742396,1976,889,,,,,,,,,,,,,,,,,,,,
405.742509,,,,,,,1976,560,,,,,,,,,,,,,,
405.742836,,,,,1976,417,,,,,,,,,,,,,,,,
405.744969,,,,,,,,,1976,664,,,,,,,,,,,,
405.749909,,,1976,777,,,,,,,,,,,,,,,,,,
405.764195,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.841065,,,2024,776,,,,,,,,,,,,,,,,,,
405.842289,,,,,,,,,2024,665,,,,,,,,,,,,
405.843512,2024,890,,,,,,,,,,,,,,,,,,,,
405.843623,,,,,2024,414,,,,,,,,,,,,,,,,
405.843736,,,,,,,2024,566,,,,,,,,,,,,,,
405.861202,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355710000000,-1,0,135000
405.934395,,,,,2072,411,,,,,,,,,,,,,,,,
405.934506,,,2072,779,,,,,,,,,,,,,,,,,,
405.934619,,,,,,,2072,565,,,,,,,,,,,,,,
405.934729,2072,889,,,,,,,,,,,,,,,,,,,,
405.934840,,,,,,,,,2072,663,,,,,,,,,,,,
405.984204,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.033932,,,2120,775,,,,,,,,,,,,,,,,,,
406.034261,,,,,,,,,2120,660,,,,,,,,,,,,
406.035956,,,,,2120,407,,,,,,,,,,,,,,,,
406.036380,2120,891,,,,,,,,,,,,,,,,,,,,
406.037987,,,,,,,2120,565,,,,,,,,,,,,,,
406.084207,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.126376,,,2168,773,,,,,,,,,,,,,,,,,,
406.126486,,,,,,,,,2168,662,,,,,,,,,,,,
406.126776,2168,892,,,,,,,,,,,,,,,,,,,,
406.126889,,,,,,,2168,575,,,,,,,,,,,,,,
406.128054,,,,,2168,415,,,,,,,,,,,,,,,,
406.161214,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.225944,,,2216,773,,,,,,,,,,,,,,,,,,
406.227171,,,,,,,,,2216,664,,,,,,,,,,,,
406.228384,2216,897,,,,,,,,,,,,,,,,,,,,
406.228495,,,,,2216,407,,,,,,,,,,,,,,,,
406.228608,,,,,,,2216,566,,,,,,,,,,,,,,
406.286219,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.318396,,,,,,,,,2264,661,,,,,,,,,,,,
406.318507,,,2264,771,,,,,,,,,,,,,,,,,,
406.319924,2264,889,,,,,,,,,,,,,,,,,,,,
406.320035,,,,,2264,409,,,,,,,,,,,,,,,,
406.320147,,,,,,,2264,571,,,,,,,,,,,,,,
406.365213,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.418537,,,2312,775,,,,,,,,,,,,,,,,,,
406.419677,,,,,,,,,2312,662,,,,,,,,,,,,
406.420900,2312,890,,,,,,,,,,,,,,,,,,,,
406.421011,,,,,2312,412,,,,,,,,,,,,,,,,
406.422174,,,,,,,2312,569,,,,,,,,,,,,,,
406.484219,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.510388,,,,,,,,,2360,662,,,,,,,,,,,,
406.510499,,,2360,774,,,,,,,,,,,,,,,,,,
406.511933,2360,892,,,,,,,,,,,,,,,,,,,,
406.512044,,,,,2360,415,,,,,,,,,,,,,,,,
406.512157,,,,,,,2360,570,,,,,,,,,,,,,,
406.610886,,,2408,774,,,,,,,,,,,,,,,,,,
406.612113,,,,,,,,,2408,664,,,,,,,,,,,,
406.613334,,,,,,,2408,568,,,,,,,,,,,,,,
406.613445,2408,892,,,,,,,,,,,,,,,,,,,,
406.614962,,,,,2408,412,,,,,,,,,,,,,,,,
406.654226,,,,,,,,,,,-3205,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.669214,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.702800,,,,,,,,,2456,661,,,,,,,,,,,,
406.702912,,,2456,771,,,,,,,,,,,,,,,,,,
406.704344,,,,,,,2456,565,,,,,,,,,,,,,,
406.704455,,,,,2456,410,,,,,,,,,,,,,,,,
406.705564,2456,893,,,,,,,,,,,,,,,,,,,,
406.791226,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.803172,,,2504,776,,,,,,,,,,,,,,,,,,
406.804801,,,,,,,,,2504,661,,,,,,,,,,,,
406.805750,,,,,,,2504,560,,,,,,,,,,,,,,
406.806059,,,,,2504,413,,,,,,,,,,,,,,,,
406.807022,2504,892,,,,,,,,,,,,,,,,,,,,
406.871223,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355720000000,-1,0,135000
406.894378,,,2552,776,,,,,,,,,,,,,,,,,,
406.895605,,,,,,,,,2552,660,,,,,,,,,,,,
406.896829,,,,,,,2552,556,,,,,,,,,,,,,,
406.896940,2552,891,,,,,,,,,,,,,,,,,,,,
406.898871,,,,,2552,408,,,,,,,,,,,,,,,,
406.964223,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355730000000,-1,0,135000
406.995522,,,2600,775,,,,,,,,,,,,,,,,,,
406.997157,,,,,,,,,2600,664,,,,,,,,,,,,
406.998332,,,,,,,2600,568,,,,,,,,,,,,,,
406.998443,2600,890,,,,,,,,,,,,,,,,,,,,
406.998554,,,,,2600,414,,,,,,,,,,,,,,,,
407.086613,,,2648,775,,,,,,,,,,,,,,,,,,
407.087838,,,,,,,,,2648,659,,,,,,,,,,,,
407.089059,,,,,2648,417,,,,,,,,,,,,,,,,
407.089172,,,,,,,2648,557,,,,,,,,,,,,,,
407.090277,2648,892,,,,,,,,,,,,,,,,,,,,
407.103227,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.182328,,,,,,,2696,566,,,,,,,,,,,,,,
407.182439,2696,894,,,,,,,,,,,,,,,,,,,,
407.182884,,,,,2696,410,,,,,,,,,,,,,,,,
407.187869,,,2696,777,,,,,,,,,,,,,,,,,,
407.189091,,,,,,,,,2696,664,,,,,,,,,,,,
407.191324,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.262229,,,,,,,,,,,-3206,1736,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.279054,,,2744,774,,,,,,,,,,,,,,,,,,
407.280279,,,,,,,,,2744,662,,,,,,,,,,,,
407.281502,2744,893,,,,,,,,,,,,,,,,,,,,
407.281615,,,,,,,2744,564,,,,,,,,,,,,,,
407.283420,,,,,2744,415,,,,,,,,,,,,,,,,
407.374335,,,,,2792,408,,,,,,,,,,,,,,,,
407.374448,,,,,,,2792,565,,,,,,,,,,,,,,
407.376691,2792,886,,,,,,,,,,,,,,,,,,,,
407.380818,,,2792,772,,,,,,,,,,,,,,,,,,
407.383743,,,,,,,,,2792,661,,,,,,,,,,,,
407.393241,,,,,,,,,,,-3207,1736,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.469238,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.471668,,,2840,775,,,,,,,,,,,,,,,,,,
407.472890,,,,,,,,,2840,659,,,,,,,,,,,,
407.474111,,,,,2840,416,,,,,,,,,,,,,,,,
407.475157,,,,,,,2840,564,,,,,,,,,,,,,,
407.476344,2840,893,,,,,,,,,,,,,,,,,,,,
407.567247,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.567358,2888,890,,,,,,,,,,,,,,,,,,,,
407.567469,,,,,2888,408,,,,,,,,,,,,,,,,
407.567582,,,,,,,2888,565,,,,,,,,,,,,,,
407.572687,,,2888,771,,,,,,,,,,,,,,,,,,
407.573911,,,,,,,,,2888,661,,,,,,,,,,,,
407.663873,,,2936,773,,,,,,,,,,,,,,,,,,
407.665100,,,,,,,,,2936,664,,,,,,,,,,,,
407.667510,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.667620,2936,890,,,,,,,,,,,,,,,,,,,,
407.667731,,,,,2936,412,,,,,,,,,,,,,,,,
407.667844,,,,,,,2936,567,,,,,,,,,,,,,,
407.758301,,,,,,,2984,564,,,,,,,,,,,,,,
407.758412,2984,890,,,,,,,,,,,,,,,,,,,,
407.758523,,,,,2984,411,,,,,,,,,,,,,,,,
407.765158,,,2984,773,,,,,,,,,,,,,,,,,,
407.766384,,,,,,,,,2984,661,,,,,,,,,,,,
407.783240,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.856252,,,3032,776,,,,,,,,,,,,,,,,,,
407.858209,,,,,,,,,3032,663,,,,,,,,,,,,
407.858320,,,,,3032,413,,,,,,,,,,,,,,,,
407.859021,3032,891,,,,,,,,,,,,,,,,,,,,
407.859134,,,,,,,3032,563,,,,,,,,,,,,,,
407.880243,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355730000000,-1,0,135000
407.950303,3080,888,,,,,,,,,,,,,,,,,,,,
407.950414,,,,,3080,407,,,,,,,,,,,,,,,,
407.950528,,,,,,,3080,566,,,,,,,,,,,,,,
407.950639,,,,,,,,,3080,662,,,,,,,,,,,,
407.957568,,,3080,774,,,,,,,,,,,,,,,,,,
407.961252,,,,,,,,,,,-3207,1737,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.048632,,,3128,771,,,,,,,,,,,,,,,,,,
408.049859,,,,,,,,,3128,663,,,,,,,,,,,,
408.051084,,,,,,,3128,569,,,,,,,,,,,,,,
408.051466,3128,890,,,,,,,,,,,,,,,,,,,,
408.051917,,,,,3128,414,,,,,,,,,,,,,,,,
408.090257,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.142293,3176,894,,,,,,,,,,,,,,,,,,,,
408.142404,,,,,3176,407,,,,,,,,,,,,,,,,
408.142517,,,,,,,3176,563,,,,,,,,,,,,,,
408.142628,,,,,,,,,3176,662,,,,,,,,,,,,
408.150631,,,3176,772,,,,,,,,,,,,,,,,,,
408.179259,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.241124,,,3224,775,,,,,,,,,,,,,,,,,,
408.242350,,,,,,,,,3224,665,,,,,,,,,,,,
408.243807,3224,890,,,,,,,,,,,,,,,,,,,,
408.245422,,,,,3224,415,,,,,,,,,,,,,,,,
408.247665,,,,,,,3224,563,,,,,,,,,,,,,,
408.265253,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.334281,,,3272,774,,,,,,,,,,,,,,,,,,
408.334392,3272,895,,,,,,,,,,,,,,,,,,,,
408.334503,,,,,3272,413,,,,,,,,,,,,,,,,
408.334616,,,,,,,3272,563,,,,,,,,,,,,,,
408.334726,,,,,,,,,3272,662,,,,,,,,,,,,
408.393260,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.433481,,,3320,772,,,,,,,,,,,,,,,,,,
408.434709,,,,,,,,,3320,660,,,,,,,,,,,,
408.435932,3320,892,,,,,,,,,,,,,,,,,,,,
408.436048,,,,,,,3320,563,,,,,,,,,,,,,,
408.436317,,,,,3320,405,,,,,,,,,,,,,,,,
408.486260,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.526431,,,,,3368,415,,,,,,,,,,,,,,,,
408.526722,3368,885,,,,,,,,,,,,,,,,,,,,
408.527411,,,,,,,3368,566,,,,,,,,,,,,,,
408.528744,,,3368,773,,,,,,,,,,,,,,,,,,
408.528855,,,,,,,,,3368,660,,,,,,,,,,,,
408.574262,,,,,,,,,,,-3207,1738,0,0,0,560,-3,37,638682355740000000,-1,0,135000
408.625799,,,3416,772,,,,,,,,,,,,,,,,,,
408.627027,,,,,,,,,3416,661,,,,,,,,,,,,
