sessionNumber,PdoaFirst,PdoaSecond,PdoaThird,AoAElevation,AoAAzimuth,Distance,x,y,z,DstPdoaFirst,DstPdoaSecond,DstPdoaThird,RSSI,timestamp,drop_count,car_time,car_x,car_y
,,,,,,,,,,,,,,,,1745215198.0,0,0
10167,+151.71,-70.68,-81.02,48.28,36.16,344,-135,256,184,0.00,0.00,0.00,-59.00,1745215199523,0,,,
,,,,,,,,,,,,,,,,1745215198.0,0,0
10168,+127.95,-73.12,-54.82,35.88,30.08,345,-140,202,241,0.00,0.00,0.00,-59.00,1745215199631,0,,,
,,,,,,,,,,,,,,,,1745215198.0,0,0
10170,+113.85,-53.46,-60.39,33.97,20.97,338,-100,188,261,0.00,0.00,0.00,-57.00,1745215199831,1,,,
,,,,,,,,,,,,,,,,1745215198.0,0,0
10171,+46.73,-13.00,-33.73,14.94,4.27,344,-24,88,331,0.00,0.00,0.00,-59.00,1745215199931,0,,,
,,,,,,,,,,,,,,,,1745215198.0,0,0
10172,+135.40,-82.64,-52.76,37.11,35.14,345,-158,208,224,0.00,0.00,0.00,-57.00,1745215200032,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10173,+98.90,-47.37,-51.53,28.84,17.47,344,-90,165,287,0.00,0.00,0.00,-57.00,1745215200123,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10176,+111.27,-25.75,-85.51,39.12,10.62,340,-48,214,259,0.00,0.00,0.00,-59.00,1745215200428,2,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10177,+120.34,-65.93,-54.40,34.08,26.25,351,-128,196,260,0.00,0.00,0.00,-57.00,1745215200532,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10179,+98.66,-74.61,-24.04,23.16,26.79,374,-154,147,306,0.00,0.00,0.00,-57.00,1745215200732,1,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10180,+132.52,-70.81,-61.71,38.52,30.18,346,-136,215,234,0.00,0.00,0.00,-59.00,1745215200832,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10183,+150.07,-98.77,-51.30,40.22,45.94,340,-186,219,180,0.00,0.00,0.00,-59.00,1745215201132,2,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10184,+93.61,-55.51,-38.09,24.98,19.88,355,-109,149,302,0.00,0.00,0.00,-59.00,1745215201232,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10185,+140.29,-66.84,-73.45,43.27,30.66,347,-128,237,217,0.00,0.00,0.00,-59.00,1745215201332,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10186,+143.12,-97.67,-45.45,37.20,42.94,345,-187,208,201,0.00,0.00,0.00,-59.00,1745215201430,0,,,
,,,,,,,,,,,,,,,,1745215199.0,0,0
10187,+136.59,-45.31,-91.28,46.95,21.63,345,-86,252,218,0.00,0.00,0.00,-58.00,1745215201531,0,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10189,+139.65,-85.76,-53.89,38.36,37.41,344,-163,213,214,0.00,0.00,0.00,-58.00,1745215201733,1,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10192,+159.29,-92.93,-66.35,46.35,48.42,343,-177,248,157,0.00,0.00,0.00,-57.00,1745215202031,2,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10194,+130.73,-46.29,-84.43,43.63,20.80,339,-87,233,229,0.00,0.00,0.00,-57.00,1745215202231,1,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10195,+131.39,-80.29,-51.10,35.82,33.37,351,-156,205,237,0.00,0.00,0.00,-59.00,1745215202331,0,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10196,+120.91,-62.92,-57.98,35.00,25.25,342,-119,196,253,0.00,0.00,0.00,-57.00,1745215202432,0,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10201,+144.03,-55.73,-88.30,48.16,27.65,348,-107,259,205,0.00,0.00,0.00,-58.00,1745215202932,4,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10202,+104.27,-66.65,-37.61,27.06,24.56,340,-125,154,275,0.00,0.00,0.00,-59.00,1745215203031,0,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10205,+101.13,-47.23,-53.89,29.80,17.59,348,-91,172,287,0.00,0.00,0.00,-58.00,1745215203320,2,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10208,+129.97,-47.29,-82.67,43.00,21.04,346,-90,235,236,0.00,0.00,0.00,-57.00,1745215203632,2,,,
,,,,,,,,,,,,,,,,1745215200.0,0,0
10212,+136.59,-71.05,-65.53,40.40,31.22,348,-137,225,226,0.00,0.00,0.00,-58.00,1745215204037,3,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10216,+121.48,-38.69,-82.78,40.92,16.52,352,-75,230,255,0.00,0.00,0.00,-61.00,1745215204433,3,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10217,+126.65,-39.72,-86.92,43.22,17.62,343,-75,234,238,0.00,0.00,0.00,-58.00,1745215204528,0,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10220,+97.38,-47.77,-49.60,28.11,17.50,341,-90,160,286,0.00,0.00,0.00,-57.00,1745215204832,2,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10221,+132.31,-27.78,-104.53,49.42,13.71,339,-52,257,214,0.00,0.00,0.00,-57.00,1745215204932,0,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10224,+99.19,-39.24,-59.94,30.68,14.67,341,-74,173,283,0.00,0.00,0.00,-57.00,1745215205231,2,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10225,+125.52,-33.96,-91.56,44.12,15.23,348,-65,242,241,0.00,0.00,0.00,-56.00,1745215205335,0,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10230,+103.91,-59.97,-43.93,28.29,22.22,372,-123,176,303,0.00,0.00,0.00,-57.00,1745215205834,4,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10231,+103.08,-54.24,-48.83,29.15,20.17,369,-111,179,302,0.00,0.00,0.00,-58.00,1745215205931,0,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10232,+103.33,-56.80,-46.53,28.72,21.08,350,-110,168,286,0.00,0.00,0.00,-59.00,1745215206032,0,,,
,,,,,,,,,,,,,,,,1745215201.0,0,0
10236,+129.95,-84.29,-45.65,34.27,34.51,348,-162,195,236,0.00,0.00,0.00,-57.00,1745215206434,3,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10238,+142.49,-49.21,-93.28,49.12,24.68,341,-93,257,202,0.00,0.00,0.00,-60.00,1745215206630,1,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10240,+139.61,-78.71,-60.90,40.02,34.81,358,-156,230,225,0.00,0.00,0.00,-59.00,1745215206833,1,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10252,+134.54,-38.65,-95.89,47.64,18.58,340,-72,251,217,0.00,0.00,0.00,-57.00,1745215208034,11,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10255,+127.04,-46.03,-81.01,41.85,20.07,340,-86,226,237,0.00,0.00,0.00,-57.00,1745215208334,2,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10256,+136.75,-70.86,-65.89,40.53,31.19,345,-135,224,224,0.00,0.00,0.00,-52.00,1745215208434,0,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10258,+141.50,-72.78,-68.72,42.39,33.19,350,-141,235,216,0.00,0.00,0.00,-56.00,1745215208633,1,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10259,+113.11,-58.18,-54.93,32.60,22.55,341,-110,183,265,0.00,0.00,0.00,-57.00,1745215208734,0,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10260,+123.63,-44.91,-78.72,40.46,19.13,341,-85,221,245,0.00,0.00,0.00,-58.00,1745215208833,0,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10261,+114.83,-43.82,-71.00,36.58,17.64,341,-82,203,260,0.00,0.00,0.00,-56.00,1745215208931,0,,,
,,,,,,,,,,,,,,,,1745215202.0,0,0
10263,+137.81,-72.06,-65.75,40.75,31.89,340,-136,221,218,0.00,0.00,0.00,-58.00,1745215209133,1,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10264,+95.31,-22.22,-73.09,32.68,8.42,342,-42,184,284,0.00,0.00,0.00,-58.00,1745215209229,0,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10266,+121.37,-44.20,-77.17,39.54,18.56,344,-84,218,251,0.00,0.00,0.00,-56.00,1745215209434,1,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10267,+138.13,-84.74,-53.38,37.88,36.62,344,-161,211,217,0.00,0.00,0.00,-53.00,1745215209531,0,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10270,+141.11,-90.43,-50.67,37.95,39.58,343,-172,210,208,0.00,0.00,0.00,-55.00,1745215209833,2,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10271,+82.75,-16.58,-66.17,28.52,6.00,342,-31,163,298,0.00,0.00,0.00,-54.00,1745215209929,0,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10276,+96.55,-24.31,-72.23,32.76,9.23,371,-50,200,307,0.00,0.00,0.00,-58.00,1745215210422,4,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10279,+133.11,-47.22,-85.89,44.61,21.62,346,-90,242,228,0.00,0.00,0.00,-58.00,1745215210725,2,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10280,+122.92,-43.82,-79.10,40.38,18.63,348,-84,225,251,0.00,0.00,0.00,-64.00,1745215210835,0,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10281,+80.25,-24.56,-55.68,25.84,8.71,349,-47,152,310,0.00,0.00,0.00,-57.00,1745215210930,0,,,
,,,,,,,,,,,,,,,,1745215203.0,0,0
10282,+136.99,-67.97,-69.02,41.35,30.19,330,-124,218,214,0.00,0.00,0.00,-58.00,1745215211026,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10283,+133.59,-48.47,-85.12,44.54,22.19,334,-89,234,220,0.00,0.00,0.00,-64.00,1745215211121,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10284,+129.97,-105.47,-24.49,29.69,42.41,323,-189,159,207,0.00,0.00,0.00,-56.00,1745215211235,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10285,+146.79,-63.46,-83.32,47.56,31.50,317,-111,233,182,0.00,0.00,0.00,-60.00,1745215211335,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10286,+160.26,-28.95,-131.30,69.25,27.01,322,-51,301,101,0.00,0.00,0.00,-58.00,1745215211430,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10287,+146.42,-38.64,-107.78,54.61,21.75,320,-68,260,172,0.00,0.00,0.00,-58.00,1745215211537,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10288,+158.22,+95.25,-253.48,68.15,-90.00,321,119,297,0,0.00,0.00,0.00,-59.00,1745215211631,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10289,+147.54,+84.09,-231.64,68.97,-90.00,311,111,290,0,0.00,0.00,0.00,-58.00,1745215211727,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10291,-42.12,+131.25,-89.13,8.66,-47.52,314,228,47,209,0.00,0.00,0.00,-56.00,1745215211934,1,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10292,-127.90,+160.19,-32.29,-17.84,-69.22,304,270,-93,102,0.00,0.00,0.00,-63.00,1745215212029,0,,,
,,,,,,,,,,,,,,,,1745215204.0,0,0
10293,-131.69,+185.29,-53.60,-13.66,-90.00,301,292,-71,0,0.00,0.00,0.00,-57.00,1745215212123,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10294,-158.75,+165.90,-7.14,-27.80,-90.00,298,263,-138,0,0.00,0.00,0.00,-52.00,1745215212236,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10295,-196.54,+214.45,-17.91,-25.67,-90.00,286,257,-123,0,0.00,0.00,0.00,-54.00,1745215212333,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10296,-196.99,+176.57,+20.41,-35.39,-90.00,287,233,-166,0,0.00,0.00,0.00,-52.00,1745215212438,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10297,-206.75,+188.56,+18.19,-34.54,-90.00,293,241,-166,0,0.00,0.00,0.00,-49.00,1745215212537,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10298,-208.85,+171.70,+37.14,-39.58,-90.00,284,218,-180,0,0.00,0.00,0.00,-53.00,1745215212640,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10299,-175.24,+187.03,-11.78,-26.76,-90.00,285,254,-128,0,0.00,0.00,0.00,-58.00,1745215212730,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10300,-180.88,+187.85,-6.97,-28.11,-90.00,286,252,-134,0,0.00,0.00,0.00,-52.00,1745215212822,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10301,-126.80,+122.33,+4.47,-24.89,-48.52,286,194,-120,171,0.00,0.00,0.00,-55.00,1745215212933,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10302,-64.14,+127.06,-62.92,0.00,-44.89,263,185,0,186,0.00,0.00,0.00,-53.00,1745215213037,0,,,
,,,,,,,,,,,,,,,,1745215205.0,0,0
10303,-18.28,+145.07,-126.79,20.35,-59.27,264,212,91,126,0.00,0.00,0.00,-54.00,1745215213141,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10304,+117.12,+121.69,-238.81,59.35,-90.00,265,135,227,0,0.00,0.00,0.00,-50.00,1745215213238,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10305,+121.80,+133.36,-255.17,58.50,-90.00,267,139,227,0,0.00,0.00,0.00,-51.00,1745215213336,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10306,+126.66,-206.32,+79.65,7.48,90.00,260,-257,33,0,0.00,0.00,0.00,-47.00,1745215213427,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10307,+135.41,-213.74,+78.32,8.75,90.00,260,-256,39,0,0.00,0.00,0.00,-51.00,1745215213532,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10308,+139.41,-196.91,+57.50,13.50,90.00,256,-248,59,0,0.00,0.00,0.00,-51.00,1745215213634,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10309,+89.80,-186.57,+96.76,-1.22,90.00,262,-261,-5,0,0.00,0.00,0.00,-54.00,1745215213738,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10310,+119.14,-179.77,+60.63,10.63,90.00,253,-248,46,0,0.00,0.00,0.00,-55.00,1745215213837,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10311,+79.77,-209.97,+130.19,-7.88,90.00,247,-244,-33,0,0.00,0.00,0.00,-59.00,1745215213932,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10312,+92.72,-204.32,+111.60,-3.04,90.00,251,-250,-13,0,0.00,0.00,0.00,-58.00,1745215214038,0,,,
,,,,,,,,,,,,,,,,1745215206.0,0,0
10313,+129.53,-249.24,+119.71,1.29,90.00,246,-245,5,0,0.00,0.00,0.00,-59.00,1745215214136,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10314,+133.47,-183.90,+50.43,14.60,90.00,252,-243,63,0,0.00,0.00,0.00,-49.00,1745215214235,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10315,+136.20,-192.10,+55.90,13.55,90.00,247,-240,57,0,0.00,0.00,0.00,-46.00,1745215214337,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10316,+137.94,-170.82,+32.88,19.53,90.00,247,-232,82,0,0.00,0.00,0.00,-45.00,1745215214435,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10317,+135.40,-164.94,+29.54,19.83,76.96,237,-217,80,50,0.00,0.00,0.00,-45.00,1745215214535,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10318,+157.85,-162.24,+4.39,28.62,90.00,236,-207,113,0,0.00,0.00,0.00,-45.00,1745215214637,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10319,+161.99,-166.89,+4.90,28.51,90.00,237,-208,113,0,0.00,0.00,0.00,-46.00,1745215214738,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10320,+167.79,-164.43,-3.36,31.00,90.00,251,-215,129,0,0.00,0.00,0.00,-52.00,1745215214824,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10321,+185.15,-138.71,-46.43,43.93,90.00,237,-170,164,0,0.00,0.00,0.00,-53.00,1745215214937,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10322,+232.36,-106.24,-126.11,62.81,90.00,262,-119,233,0,0.00,0.00,0.00,-57.00,1745215215039,0,,,
,,,,,,,,,,,,,,,,1745215207.0,0,0
10323,+173.68,-155.90,-17.77,35.32,90.00,230,-187,132,0,0.00,0.00,0.00,-55.00,1745215215131,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10324,+171.34,-131.01,-40.32,42.75,82.45,228,-165,154,21,0.00,0.00,0.00,-54.00,1745215215235,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10325,+86.78,-149.45,+62.67,4.42,56.37,232,-192,17,128,0.00,0.00,0.00,-53.00,1745215215328,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10326,+147.80,-177.21,+29.40,21.08,90.00,237,-221,85,0,0.00,0.00,0.00,-52.00,1745215215438,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10327,+106.96,-155.31,+48.35,10.82,61.45,226,-194,42,106,0.00,0.00,0.00,-52.00,1745215215533,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10328,+119.78,-165.54,+45.76,13.72,71.21,226,-207,53,70,0.00,0.00,0.00,-52.00,1745215215639,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10329,+143.84,-146.30,+2.46,26.95,65.77,229,-186,103,83,0.00,0.00,0.00,-52.00,1745215215737,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10330,+115.54,-135.80,+20.25,17.78,52.39,234,-176,71,135,0.00,0.00,0.00,-52.00,1745215215834,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10331,+121.14,-160.29,+39.15,15.23,67.36,227,-202,59,84,0.00,0.00,0.00,-52.00,1745215215938,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10332,+102.86,-137.33,+34.47,12.66,51.43,240,-183,52,145,0.00,0.00,0.00,-53.00,1745215216027,0,,,
,,,,,,,,,,,,,,,,1745215208.0,0,0
10333,+148.94,-151.40,+2.46,28.01,72.32,242,-203,113,64,0.00,0.00,0.00,-54.00,1745215216140,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10334,+145.83,-134.98,-10.84,30.15,60.14,234,-175,117,100,0.00,0.00,0.00,-55.00,1745215216232,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10335,+94.08,-137.84,+43.75,9.28,50.88,240,-183,38,149,0.00,0.00,0.00,-59.00,1745215216327,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10337,+119.37,-139.49,+20.11,18.55,54.82,237,-183,75,129,0.00,0.00,0.00,-57.00,1745215216537,1,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10338,+117.45,-149.30,+31.84,15.92,59.60,246,-204,67,119,0.00,0.00,0.00,-57.00,1745215216628,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10339,+122.89,-164.62,+41.73,15.08,71.29,246,-224,64,76,0.00,0.00,0.00,-56.00,1745215216730,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10340,+120.19,-152.95,+32.76,16.27,62.27,245,-208,68,109,0.00,0.00,0.00,-57.00,1745215216833,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10341,+115.28,-157.42,+42.13,13.55,64.10,243,-212,56,103,0.00,0.00,0.00,-57.00,1745215216938,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10342,+109.71,-121.05,+11.33,18.38,45.12,243,-163,76,162,0.00,0.00,0.00,-60.00,1745215217031,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,0
10343,+100.51,-113.59,+13.07,16.27,41.09,249,-157,69,180,0.00,0.00,0.00,-60.00,1745215217135,0,,,
,,,,,,,,,,,,,,,,1745215209.0,0,-1
10345,+101.92,-121.06,+19.14,15.38,44.22,251,-168,66,173,0.00,0.00,0.00,-56.00,1745215217329,1,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-3
10346,+110.57,-139.84,+29.27,15.10,53.57,259,-201,67,148,0.00,0.00,0.00,-54.00,1745215217440,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-6
10347,+116.90,-129.52,+12.61,19.53,49.77,264,-189,88,160,0.00,0.00,0.00,-57.00,1745215217530,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-10
10348,+94.08,-111.74,+17.66,14.17,39.80,252,-156,61,187,0.00,0.00,0.00,-61.00,1745215217630,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-14
10349,+96.71,-130.73,+34.01,11.59,47.84,256,-185,51,168,0.00,0.00,0.00,-57.00,1745215217737,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-19
10350,+96.49,-139.27,+42.77,9.91,51.75,268,-207,46,163,0.00,0.00,0.00,-54.00,1745215217832,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-24
10351,+76.33,-103.62,+27.28,9.04,35.64,263,-151,41,211,0.00,0.00,0.00,-51.00,1745215217932,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-29
10352,+75.82,-116.25,+40.43,6.50,40.53,262,-169,29,197,0.00,0.00,0.00,-58.00,1745215218038,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-35
10353,+72.66,-107.35,+34.69,6.98,36.92,261,-155,31,207,0.00,0.00,0.00,-53.00,1745215218140,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-39
10354,+76.44,-110.74,+34.30,7.75,38.37,271,-166,36,210,0.00,0.00,0.00,-57.00,1745215218231,0,,,
,,,,,,,,,,,,,,,,1745215210.0,0,-45
10355,+78.47,-99.92,+21.44,10.53,34.36,260,-144,47,211,0.00,0.00,0.00,-54.00,1745215218334,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-50
10357,+86.99,-121.23,+34.23,9.73,43.09,267,-179,45,192,0.00,0.00,0.00,-52.00,1745215218531,1,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-56
10358,+68.29,-92.73,+24.44,8.07,31.34,272,-140,38,230,0.00,0.00,0.00,-52.00,1745215218631,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-60
10359,+74.04,-86.44,+12.40,11.39,29.32,274,-131,54,234,0.00,0.00,0.00,-53.00,1745215218738,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-66
10360,+82.21,-100.13,+17.92,11.89,34.63,278,-154,57,223,0.00,0.00,0.00,-53.00,1745215218834,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-71
10361,+78.85,-101.54,+22.69,10.36,34.98,283,-159,50,228,0.00,0.00,0.00,-54.00,1745215218939,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-76
10362,+83.46,-79.10,-4.35,16.35,27.25,285,-125,80,243,0.00,0.00,0.00,-53.00,1745215219032,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-81
10364,+85.83,-100.71,+14.88,13.14,35.06,291,-162,66,231,0.00,0.00,0.00,-58.00,1745215219237,1,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-86
10365,+89.76,-86.75,-3.01,17.30,30.31,285,-137,84,234,0.00,0.00,0.00,-54.00,1745215219332,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-91
10366,+92.96,-99.80,+6.83,16.02,35.22,302,-167,83,237,0.00,0.00,0.00,-54.00,1745215219437,0,,,
,,,,,,,,,,,,,,,,1745215211.0,0,-96
10368,+84.13,-78.02,-6.11,16.81,26.91,296,-128,85,252,0.00,0.00,0.00,-52.00,1745215219635,1,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-101
10369,+83.17,-88.16,+4.99,14.51,30.38,300,-146,75,250,0.00,0.00,0.00,-52.00,1745215219738,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-106
10370,+75.92,-63.57,-12.34,16.43,21.59,295,-104,83,263,0.00,0.00,0.00,-53.00,1745215219840,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-111
10371,+69.30,-70.70,+1.39,12.57,23.72,300,-117,65,268,0.00,0.00,0.00,-53.00,1745215219937,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-117
10372,+80.88,-53.84,-27.04,20.25,18.58,304,-90,105,270,0.00,0.00,0.00,-53.00,1745215220040,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-121
10373,+79.34,-54.03,-25.30,19.60,18.57,306,-91,102,273,0.00,0.00,0.00,-52.00,1745215220139,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-127
10374,+57.71,-55.00,-2.71,11.16,18.14,313,-95,60,291,0.00,0.00,0.00,-53.00,1745215220240,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-132
10375,+66.94,-57.23,-9.70,14.22,19.14,319,-101,78,292,0.00,0.00,0.00,-57.00,1745215220334,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-137
10376,+81.55,-72.51,-9.03,16.88,24.89,317,-127,92,275,0.00,0.00,0.00,-56.00,1745215220438,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-143
10377,+61.00,-59.55,-1.44,11.54,19.72,318,-105,63,293,0.00,0.00,0.00,-54.00,1745215220534,0,,,
,,,,,,,,,,,,,,,,1745215212.0,0,-147
10378,+56.17,-54.16,-2.00,10.75,17.82,315,-94,58,294,0.00,0.00,0.00,-52.00,1745215220640,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-153
10379,+69.01,-44.68,-24.32,17.41,15.07,318,-78,95,292,0.00,0.00,0.00,-54.00,1745215220740,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-157
10380,+91.45,-36.55,-54.90,27.98,13.28,318,-64,149,273,0.00,0.00,0.00,-54.00,1745215220835,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-163
10381,+72.60,-51.63,-20.96,17.45,17.50,331,-94,99,301,0.00,0.00,0.00,-53.00,1745215220935,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-168
10382,+47.12,-30.32,-16.80,11.82,9.90,328,-55,67,316,0.00,0.00,0.00,-54.00,1745215221040,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-174
10383,+39.13,-30.72,-8.41,8.76,9.93,330,-56,50,321,0.00,0.00,0.00,-56.00,1745215221138,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-178
10384,+44.96,-28.42,-16.53,11.36,9.26,337,-53,66,326,0.00,0.00,0.00,-58.00,1745215221240,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-184
10385,+70.39,-33.85,-36.54,20.05,11.53,332,-62,113,305,0.00,0.00,0.00,-57.00,1745215221336,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-189
10386,+69.24,-41.74,-27.50,18.06,14.10,328,-75,101,302,0.00,0.00,0.00,-56.00,1745215221440,0,,,
,,,,,,,,,,,,,,,,1745215213.0,0,-194
