sessionNumber,PdoaFirst,PdoaSecond,PdoaThird,AoAElevation,AoAAzimuth,Distance,x,y,z,DstPdoaFirst,DstPdoaSecond,DstPdoaThird,RSSI,timestamp
108992,-19.07,245.25,-226.18,25.98,-90.0,758,681,332,0,0.0,0.0,0.0,0.0,1720783206171
108993,-27.93,240.85,-212.92,23.9,-90.0,759,693,307,0,0.0,0.0,0.0,0.0,1720783206224
108994,-5.86,244.32,-238.45,28.78,-90.0,759,665,365,0,0.0,0.0,0.0,0.0,1720783206272
108995,-31.68,238.66,-206.97,22.96,-90.0,759,698,296,0,0.0,0.0,0.0,0.0,1720783206323
108996,-14.65,245.12,-230.46,26.93,-90.0,758,675,343,0,0.0,0.0,0.0,0.0,1720783206374
108997,-37.31,250.67,-213.36,22.06,-90.0,758,702,284,0,0.0,0.0,0.0,0.0,1720783206421
108998,-6.89,235.23,-228.33,28.51,-90.0,758,666,361,0,0.0,0.0,0.0,0.0,1720783206472
108999,-20.16,246.5,-226.33,25.76,-90.0,759,683,329,0,0.0,0.0,0.0,0.0,1720783206523
109000,-23.74,246.35,-222.6,24.97,-90.0,760,688,320,0,0.0,0.0,0.0,0.0,1720783206573
109001,-47.99,250.92,-202.92,19.6,-90.0,759,715,254,0,0.0,0.0,0.0,0.0,1720783206622
109002,-21.18,239.25,-218.07,25.4,-90.0,756,682,324,0,0.0,0.0,0.0,0.0,1720783206674
109003,-19.85,247.65,-227.8,25.85,-90.0,757,681,330,0,0.0,0.0,0.0,0.0,1720783206724
109004,-30.02,252.01,-221.99,23.72,-90.0,758,693,304,0,0.0,0.0,0.0,0.0,1720783206773
109005,-32.37,250.41,-218.03,23.16,-90.0,759,697,298,0,0.0,0.0,0.0,0.0,1720783206823
109006,-21.74,242.78,-221.04,25.34,-90.0,758,685,324,0,0.0,0.0,0.0,0.0,1720783206873
109008,-48.43,255.91,-207.48,19.72,-90.0,757,712,255,0,0.0,0.0,0.0,0.0,1720783206974
109009,-44.2,251.73,-207.53,20.52,-90.0,759,710,266,0,0.0,0.0,0.0,0.0,1720783207024
109010,-17.16,243.44,-226.28,26.36,-90.0,757,678,336,0,0.0,0.0,0.0,0.0,1720783207072
109011,-36.76,231.27,-194.51,21.48,-90.0,757,704,277,0,0.0,0.0,0.0,0.0,1720783207123
109014,-16.88,245.61,-228.73,26.46,-90.0,754,675,335,0,0.0,0.0,0.0,0.0,1720783207274
109015,-42.81,258.22,-215.41,21.09,-90.0,757,706,272,0,0.0,0.0,0.0,0.0,1720783207324
109016,-28.73,254.98,-226.25,24.08,-90.0,760,693,310,0,0.0,0.0,0.0,0.0,1720783207372
109018,-42.02,255.88,-213.85,21.18,-90.0,757,705,273,0,0.0,0.0,0.0,0.0,1720783207473
109020,-20.96,247.46,-226.49,25.6,-90.0,758,683,327,0,0.0,0.0,0.0,0.0,1720783207573
109023,-42.63,259.31,-216.68,21.17,-90.0,758,706,273,0,0.0,0.0,0.0,0.0,1720783207723
109024,-34.47,255.24,-220.76,22.84,-90.0,760,700,295,0,0.0,0.0,0.0,0.0,1720783207774
109025,-44.9,259.19,-214.28,20.66,-90.0,759,710,267,0,0.0,0.0,0.0,0.0,1720783207821
109026,-48.54,258.5,-209.96,19.81,-90.0,758,713,256,0,0.0,0.0,0.0,0.0,1720783207872
109027,-64.1,256.59,-192.49,16.1,-90.0,757,727,209,0,0.0,0.0,0.0,0.0,1720783207924
109033,-43.87,265.12,-221.25,21.1,-90.0,759,708,273,0,0.0,0.0,0.0,0.0,1720783208223
109034,-43.63,258.73,-215.09,20.92,-90.0,759,708,271,0,0.0,0.0,0.0,0.0,1720783208272
109042,-54.02,242.47,-188.45,17.73,-90.0,757,721,230,0,0.0,0.0,0.0,0.0,1720783208673
109046,-59.58,277.89,-218.3,18.23,-90.0,759,720,237,0,0.0,0.0,0.0,0.0,1720783208872
109048,-60.35,261.44,-201.09,17.25,-90.0,759,724,225,0,0.0,0.0,0.0,0.0,1720783208973
109058,-45.13,262.05,-216.92,20.72,-90.0,758,708,268,0,0.0,0.0,0.0,0.0,1720783209471
109060,-44.98,257.91,-212.92,20.59,-90.0,755,706,265,0,0.0,0.0,0.0,0.0,1720783209574
109084,-56.46,-75.75,132.22,-37.23,31.9,757,-318,-457,511,0.0,0.0,0.0,0.0,1720783210774
109209,-86.58,-68.63,155.21,-50.84,37.15,762,-290,-590,383,0.0,0.0,0.0,0.0,1720783217024
109214,-88.79,-69.54,158.33,-52.42,39.31,759,-293,-601,358,0.0,0.0,0.0,0.0,1720783217276
109215,-86.14,-71.53,157.68,-51.44,39.61,762,-302,-595,365,0.0,0.0,0.0,0.0,1720783217326
109216,-95.35,-57.01,152.37,-52.6,31.43,761,-241,-604,394,0.0,0.0,0.0,0.0,1720783217374
109220,-115.45,-65.45,180.91,-69.05,90.0,769,-274,-718,0,0.0,0.0,0.0,0.0,1720783217573
109223,-101.27,-65.17,166.44,-59.16,44.94,768,-278,-659,278,0.0,0.0,0.0,0.0,1720783217725
109224,-88.47,-65.06,153.53,-50.9,34.97,760,-274,-589,392,0.0,0.0,0.0,0.0,1720783217776
109226,-107.54,-53.63,161.17,-59.52,35.98,768,-228,-661,315,0.0,0.0,0.0,0.0,1720783217875
109227,-104.37,-53.31,157.69,-57.19,33.13,765,-226,-642,347,0.0,0.0,0.0,0.0,1720783217926
109228,-102.1,-71.36,173.46,-62.1,57.95,761,-301,-672,188,0.0,0.0,0.0,0.0,1720783217975
109230,-95.38,-54.72,150.1,-51.93,29.54,768,-233,-604,412,0.0,0.0,0.0,0.0,1720783218076
109232,-78.04,-84.86,162.91,-50.6,47.97,757,-356,-584,321,0.0,0.0,0.0,0.0,1720783218175
109233,-123.88,-62.68,186.56,-70.71,90.0,765,-252,-722,0,0.0,0.0,0.0,0.0,1720783218225
109234,-102.19,-50.62,152.82,-54.87,29.25,765,-215,-625,384,0.0,0.0,0.0,0.0,1720783218275
109235,-92.63,-54.94,147.57,-50.38,28.59,763,-232,-587,427,0.0,0.0,0.0,0.0,1720783218327
109236,-117.48,-62.62,180.11,-69.96,90.0,765,-262,-718,0,0.0,0.0,0.0,0.0,1720783218375
109238,-128.48,-64.49,192.98,-70.82,90.0,768,-252,-725,0,0.0,0.0,0.0,0.0,1720783218474
109240,-94.1,-69.51,163.62,-55.75,43.33,768,-296,-634,314,0.0,0.0,0.0,0.0,1720783218573
109244,-121.24,-55.78,177.03,-72.04,90.0,766,-236,-728,0,0.0,0.0,0.0,0.0,1720783218775
109249,-128.68,-57.07,185.75,-72.53,90.0,774,-232,-738,0,0.0,0.0,0.0,0.0,1720783219025
109251,-146.49,-51.91,198.4,-75.37,90.0,772,-194,-746,0,0.0,0.0,0.0,0.0,1720783219125
109253,-137.88,-37.01,174.89,-78.4,90.0,776,-156,-760,0,0.0,0.0,0.0,0.0,1720783219224
109256,-116.83,-57.69,174.53,-69.14,64.26,767,-246,-716,118,0.0,0.0,0.0,0.0,1720783219374
109257,-115.07,-65.57,180.65,-68.97,90.0,774,-277,-722,0,0.0,0.0,0.0,0.0,1720783219425
109265,-127.97,-58.34,186.32,-72.16,90.0,773,-236,-735,0,0.0,0.0,0.0,0.0,1720783219826
109270,-115.85,-56.61,172.47,-67.62,55.75,767,-241,-709,164,0.0,0.0,0.0,0.0,1720783220074
109271,-167.99,-44.85,212.84,-78.45,90.0,767,-153,-751,0,0.0,0.0,0.0,0.0,1720783220126
109274,-134.59,-44.84,179.43,-76.09,90.0,768,-184,-745,0,0.0,0.0,0.0,0.0,1720783220277
109278,-155.98,-42.87,198.85,-78.17,90.0,768,-157,-751,0,0.0,0.0,0.0,0.0,1720783220476
109280,-157.88,-37.95,195.83,-79.46,90.0,1743,-318,-1713,0,0.0,0.0,0.0,0.0,1720783220576
109284,-131.4,-51.7,183.11,-74.09,90.0,770,-211,-740,0,0.0,0.0,0.0,0.0,1720783220776
109288,-131.85,-47.43,179.29,-75.19,90.0,775,-198,-749,0,0.0,0.0,0.0,0.0,1720783220976
109289,-112.93,-54.52,167.46,-64.06,43.85,764,-231,-687,241,0.0,0.0,0.0,0.0,1720783221028
109295,-115.92,-58.03,173.95,-68.39,61.12,765,-246,-711,136,0.0,0.0,0.0,0.0,1720783221327
109300,-121.79,-61.59,183.38,-70.72,90.0,780,-257,-736,0,0.0,0.0,0.0,0.0,1720783221576
109301,-109.43,-50.94,160.37,-59.92,34.38,769,-217,-665,318,0.0,0.0,0.0,0.0,1720783221627
109310,-132.66,-54.36,187.03,-73.57,90.0,768,-217,-736,0,0.0,0.0,0.0,0.0,1720783222077
109311,-164.35,-53.87,218.23,-76.28,90.0,775,-183,-752,0,0.0,0.0,0.0,0.0,1720783222126
109316,-137.94,-48.87,186.82,-75.37,90.0,765,-193,-740,0,0.0,0.0,0.0,0.0,1720783222377
109317,-120.38,-54.69,175.08,-71.38,72.21,765,-232,-724,74,0.0,0.0,0.0,0.0,1720783222426
109319,-137.37,-45.1,182.47,-76.26,90.0,769,-182,-746,0,0.0,0.0,0.0,0.0,1720783222527
109321,-149.2,-45.48,194.68,-77.08,90.0,769,-171,-749,0,0.0,0.0,0.0,0.0,1720783222624
109322,-114.63,-53.49,168.12,-65.07,44.86,769,-228,-697,229,0.0,0.0,0.0,0.0,1720783222676
109334,-128.18,-50.7,178.89,-74.02,90.0,763,-210,-733,0,0.0,0.0,0.0,0.0,1720783223276
109336,-114.52,-58.3,172.83,-67.16,56.62,783,-253,-721,167,0.0,0.0,0.0,0.0,1720783223377
109338,-142.65,-38.26,180.91,-78.41,90.0,775,-155,-759,0,0.0,0.0,0.0,0.0,1720783223474
109355,-120.37,-53.26,173.63,-70.55,62.78,768,-227,-724,116,0.0,0.0,0.0,0.0,1720783224326
109357,-157.69,-36.43,194.13,-79.82,90.0,773,-136,-760,0,0.0,0.0,0.0,0.0,1720783224427
109358,-150.57,-46.34,196.91,-76.98,90.0,770,-173,-750,0,0.0,0.0,0.0,0.0,1720783224476
109366,-150.65,-55.97,206.62,-74.8,90.0,773,-202,-745,0,0.0,0.0,0.0,0.0,1720783224877
109385,-142.41,-45.99,188.41,-76.44,90.0,769,-180,-747,0,0.0,0.0,0.0,0.0,1720783225825
109386,-168.45,-34.39,202.84,-80.87,90.0,771,-122,-761,0,0.0,0.0,0.0,0.0,1720783225877
109398,-112.92,-49.17,162.1,-61.89,35.44,774,-211,-682,297,0.0,0.0,0.0,0.0,1720783226477
109406,-150.49,-38.3,188.79,-78.92,90.0,1744,-335,-1711,0,0.0,0.0,0.0,0.0,1720783226878
109408,-148.63,-34.45,183.08,-79.79,90.0,1747,-309,-1719,0,0.0,0.0,0.0,0.0,1720783226976
109426,-123.66,-45.73,169.39,-70.03,48.11,773,-196,-726,176,0.0,0.0,0.0,0.0,1720783227877
109429,-138.2,-48.76,186.97,-75.43,90.0,774,-194,-749,0,0.0,0.0,0.0,0.0,1720783228026
109434,-142.58,-34.43,177.02,-79.41,90.0,770,-141,-756,0,0.0,0.0,0.0,0.0,1720783228276
109436,-177.28,-21.95,199.23,-84.22,90.0,1752,-176,-1743,0,0.0,0.0,0.0,0.0,1720783228377
109441,-213.46,-21.17,234.64,-85.3,90.0,771,-63,-768,0,0.0,0.0,0.0,0.0,1720783228625
109445,-139.23,-37.49,176.73,-78.37,90.0,774,-156,-758,0,0.0,0.0,0.0,0.0,1720783228827
109446,-132.85,-30.89,163.75,-72.05,33.86,773,-132,-735,197,0.0,0.0,0.0,0.0,1720783228876
109455,-178.97,-17.5,196.48,-85.37,90.0,774,-62,-771,0,0.0,0.0,0.0,0.0,1720783229328
109457,-153.56,-26.95,180.51,-82.03,90.0,1744,-241,-1727,0,0.0,0.0,0.0,0.0,1720783229430
109458,-124.07,-38.53,162.61,-66.85,33.0,775,-165,-712,255,0.0,0.0,0.0,0.0,1720783229477
109459,-134.52,-37.87,172.39,-77.92,90.0,774,-161,-756,0,0.0,0.0,0.0,0.0,1720783229529
109464,-179.9,-18.98,198.89,-85.02,90.0,776,-67,-773,0,0.0,0.0,0.0,0.0,1720783229776
109465,-175.47,-12.62,188.1,-86.54,90.0,774,-46,-772,0,0.0,0.0,0.0,0.0,1720783229829
109467,-175.94,-20.04,195.99,-84.65,90.0,772,-71,-768,0,0.0,0.0,0.0,0.0,1720783229926
109468,-190.86,-17.41,208.27,-85.66,90.0,777,-58,-774,0,0.0,0.0,0.0,0.0,1720783229977
109469,-171.99,-17.01,189.0,-85.32,90.0,775,-63,-772,0,0.0,0.0,0.0,0.0,1720783230029
109470,-141.37,-30.52,171.9,-80.4,90.0,770,-128,-759,0,0.0,0.0,0.0,0.0,1720783230078
109471,-178.97,-14.73,193.71,-86.07,90.0,776,-53,-774,0,0.0,0.0,0.0,0.0,1720783230128
109472,-151.73,-23.76,175.5,-82.82,90.0,772,-96,-765,0,0.0,0.0,0.0,0.0,1720783230178
109473,-146.26,-29.13,175.4,-81.07,90.0,777,-120,-767,0,0.0,0.0,0.0,0.0,1720783230227
109479,-143.02,-31.97,174.99,-80.11,90.0,773,-132,-761,0,0.0,0.0,0.0,0.0,1720783230526
109480,-160.22,-16.48,176.71,-85.14,90.0,771,-65,-768,0,0.0,0.0,0.0,0.0,1720783230578
109481,-121.13,-40.83,161.97,-65.23,32.79,774,-175,-702,272,0.0,0.0,0.0,0.0,1720783230629
109483,-175.26,-11.44,186.71,-86.85,90.0,777,-42,-775,0,0.0,0.0,0.0,0.0,1720783230728
109484,-187.88,-12.25,200.14,-86.85,90.0,778,-42,-776,0,0.0,0.0,0.0,0.0,1720783230778
109485,-145.87,-27.33,173.21,-81.54,90.0,781,-114,-772,0,0.0,0.0,0.0,0.0,1720783230826
109490,-148.41,-23.01,171.43,-82.88,90.0,777,-96,-771,0,0.0,0.0,0.0,0.0,1720783231077
109491,-170.47,-23.16,193.64,-83.7,90.0,769,-84,-764,0,0.0,0.0,0.0,0.0,1720783231127
109492,-129.64,-28.17,157.81,-67.21,23.83,774,-121,-713,274,0.0,0.0,0.0,0.0,1720783231179
109494,-162.22,-21.37,183.59,-83.87,90.0,778,-83,-773,0,0.0,0.0,0.0,0.0,1720783231278
109496,-156.21,-14.97,171.18,-85.46,90.0,781,-61,-778,0,0.0,0.0,0.0,0.0,1720783231379
109498,-160.1,-21.61,181.72,-83.73,90.0,777,-84,-772,0,0.0,0.0,0.0,0.0,1720783231479
109499,-158.13,-18.48,176.61,-84.52,90.0,775,-74,-771,0,0.0,0.0,0.0,0.0,1720783231527
109507,-154.62,-16.92,171.55,-84.85,90.0,776,-69,-772,0,0.0,0.0,0.0,0.0,1720783231928
109508,-139.71,-9.12,148.84,-67.73,7.68,779,-39,-720,292,0.0,0.0,0.0,0.0,1720783231977
109509,-165.65,-8.06,173.72,-87.63,90.0,773,-31,-772,0,0.0,0.0,0.0,0.0,1720783232028
109510,-162.17,-9.9,172.08,-87.05,90.0,775,-39,-773,0,0.0,0.0,0.0,0.0,1720783232078
109514,-143.25,-14.46,157.71,-74.86,17.93,774,-62,-747,192,0.0,0.0,0.0,0.0,1720783232277
109515,-150.5,-7.83,158.33,-82.12,18.52,770,-33,-762,100,0.0,0.0,0.0,0.0,1720783232328
109517,-173.1,-5.68,178.79,-88.38,90.0,776,-21,-775,0,0.0,0.0,0.0,0.0,1720783232430
109520,-201.16,4.29,196.86,-88.91,-90.0,774,14,-773,0,0.0,0.0,0.0,0.0,1720783232577
109521,-167.32,-8.09,175.42,-87.64,90.0,778,-32,-777,0,0.0,0.0,0.0,0.0,1720783232628
109522,-192.83,3.96,188.86,-88.95,-90.0,774,14,-773,0,0.0,0.0,0.0,0.0,1720783232678
109523,-160.05,-9.44,169.49,-87.14,90.0,779,-38,-778,0,0.0,0.0,0.0,0.0,1720783232728
109524,-163.39,-5.43,168.82,-88.36,90.0,773,-22,-772,0,0.0,0.0,0.0,0.0,1720783232779
109525,-178.28,-4.18,182.46,-88.84,90.0,778,-15,-777,0,0.0,0.0,0.0,0.0,1720783232830
109526,-162.59,-7.84,170.43,-87.65,90.0,773,-31,-772,0,0.0,0.0,0.0,0.0,1720783232877
109527,-200.74,9.59,191.15,-87.56,-90.0,774,32,-773,0,0.0,0.0,0.0,0.0,1720783232929
109528,-170.35,1.48,168.86,-89.55,-90.0,775,6,-774,0,0.0,0.0,0.0,0.0,1720783232979
109529,-169.52,-1.2,170.73,-89.63,90.0,775,-5,-774,0,0.0,0.0,0.0,0.0,1720783233029
109530,-163.67,-12.88,176.56,-86.23,90.0,776,-51,-774,0,0.0,0.0,0.0,0.0,1720783233079
109531,-156.3,-16.11,172.42,-85.13,90.0,776,-65,-773,0,0.0,0.0,0.0,0.0,1720783233128
109532,-195.59,10.04,185.54,-87.37,-90.0,779,35,-778,0,0.0,0.0,0.0,0.0,1720783233178
109533,-158.32,-16.54,174.87,-85.07,90.0,776,-66,-773,0,0.0,0.0,0.0,0.0,1720783233227
109534,-155.51,-6.44,161.95,-87.97,90.0,779,-27,-778,0,0.0,0.0,0.0,0.0,1720783233279
109535,-182.83,2.72,180.11,-89.25,-90.0,776,10,-775,0,0.0,0.0,0.0,0.0,1720783233328
109537,-203.86,-2.16,206.03,-89.46,90.0,776,-7,-775,0,0.0,0.0,0.0,0.0,1720783233429
109539,-152.75,-13.79,166.54,-85.7,90.0,775,-58,-772,0,0.0,0.0,0.0,0.0,1720783233526
109540,-157.0,-14.58,171.58,-85.59,90.0,772,-59,-769,0,0.0,0.0,0.0,0.0,1720783233579
109541,-195.36,16.61,178.75,-85.59,-90.0,776,59,-773,0,0.0,0.0,0.0,0.0,1720783233629
109542,-187.01,-0.72,187.73,-89.79,90.0,775,-2,-774,0,0.0,0.0,0.0,0.0,1720783233677
109543,-160.43,-8.95,169.39,-87.29,90.0,773,-36,-772,0,0.0,0.0,0.0,0.0,1720783233728
109544,-160.71,-11.89,172.6,-86.45,90.0,774,-47,-772,0,0.0,0.0,0.0,0.0,1720783233778
109545,-159.79,-10.43,170.22,-86.85,90.0,774,-42,-772,0,0.0,0.0,0.0,0.0,1720783233830
109547,-187.22,5.41,181.81,-88.53,-90.0,775,19,-774,0,0.0,0.0,0.0,0.0,1720783233930
109548,-155.24,-9.59,164.83,-87.01,90.0,773,-40,-771,0,0.0,0.0,0.0,0.0,1720783233979
109549,-177.63,3.83,173.8,-88.9,-90.0,777,14,-776,0,0.0,0.0,0.0,0.0,1720783234029
109550,-173.62,0.53,173.08,-89.83,-90.0,776,2,-775,0,0.0,0.0,0.0,0.0,1720783234078
109551,-189.34,6.35,182.98,-88.29,-90.0,778,23,-777,0,0.0,0.0,0.0,0.0,1720783234129
109552,-174.36,-6.65,181.02,-88.13,90.0,774,-25,-773,0,0.0,0.0,0.0,0.0,1720783234179
109553,-174.91,-0.91,175.82,-89.73,90.0,776,-3,-775,0,0.0,0.0,0.0,0.0,1720783234229
109554,-214.95,15.57,199.38,-86.26,-90.0,777,50,-775,0,0.0,0.0,0.0,0.0,1720783234279
109555,-157.04,-11.35,168.4,-86.53,90.0,775,-46,-773,0,0.0,0.0,0.0,0.0,1720783234330
109556,-189.99,5.66,184.33,-88.48,-90.0,776,20,-775,0,0.0,0.0,0.0,0.0,1720783234379
109557,-157.05,-2.42,159.48,-89.22,90.0,776,-10,-775,0,0.0,0.0,0.0,0.0,1720783234429
109558,-208.21,17.3,190.91,-85.69,-90.0,779,58,-776,0,0.0,0.0,0.0,0.0,1720783234481
109560,-205.92,2.9,203.01,-89.28,-90.0,780,9,-779,0,0.0,0.0,0.0,0.0,1720783234577
109561,-170.62,4.06,166.56,-88.79,-90.0,775,16,-774,0,0.0,0.0,0.0,0.0,1720783234630
109562,-172.47,0.47,171.99,-89.85,-90.0,779,2,-778,0,0.0,0.0,0.0,0.0,1720783234680
109565,-187.88,11.31,176.57,-86.91,-90.0,779,41,-777,0,0.0,0.0,0.0,0.0,1720783234827
109566,-199.63,15.72,183.91,-85.92,-90.0,777,55,-775,0,0.0,0.0,0.0,0.0,1720783234879
109567,-197.55,21.42,176.13,-84.31,-90.0,781,77,-777,0,0.0,0.0,0.0,0.0,1720783234932
109569,-182.18,10.7,171.48,-86.98,-90.0,779,41,-777,0,0.0,0.0,0.0,0.0,1720783235029
109570,-173.92,8.35,165.57,-87.54,-90.0,777,33,-776,0,0.0,0.0,0.0,0.0,1720783235079
109571,-181.39,10.53,170.85,-87.02,-90.0,775,40,-773,0,0.0,0.0,0.0,0.0,1720783235129
109574,-179.75,1.82,177.92,-89.48,-90.0,773,7,-772,0,0.0,0.0,0.0,0.0,1720783235277
109575,-207.31,18.18,189.13,-85.44,-90.0,776,61,-773,0,0.0,0.0,0.0,0.0,1720783235332
109576,-169.51,3.16,166.35,-89.05,-90.0,778,12,-777,0,0.0,0.0,0.0,0.0,1720783235380
109577,-177.26,3.82,173.44,-88.9,-90.0,775,14,-774,0,0.0,0.0,0.0,0.0,1720783235430
109578,-210.08,8.65,201.42,-87.9,-90.0,776,28,-775,0,0.0,0.0,0.0,0.0,1720783235478
109579,-152.0,-13.44,165.44,-85.79,90.0,780,-57,-777,0,0.0,0.0,0.0,0.0,1720783235528
109581,-212.42,18.61,193.81,-85.45,-90.0,774,61,-771,0,0.0,0.0,0.0,0.0,1720783235629
109582,-180.13,7.13,172.99,-87.98,-90.0,779,27,-778,0,0.0,0.0,0.0,0.0,1720783235681
109583,-202.35,16.66,185.68,-85.73,-90.0,778,57,-775,0,0.0,0.0,0.0,0.0,1720783235729
109585,-213.41,23.32,190.08,-84.27,-90.0,776,77,-772,0,0.0,0.0,0.0,0.0,1720783235830
109587,-160.63,-23.97,184.61,-83.13,90.0,780,-93,-774,0,0.0,0.0,0.0,0.0,1720783235927
109588,-176.07,1.53,174.54,-89.55,-90.0,778,6,-777,0,0.0,0.0,0.0,0.0,1720783235979
109589,-215.96,14.2,201.75,-86.61,-90.0,780,46,-778,0,0.0,0.0,0.0,0.0,1720783236028
109590,-139.23,-10.75,149.98,-68.06,9.19,773,-46,-717,285,0.0,0.0,0.0,0.0,1720783236078
109591,-214.08,19.52,194.56,-85.25,-90.0,777,64,-774,0,0.0,0.0,0.0,0.0,1720783236129
109592,-176.33,5.91,170.41,-88.29,-90.0,777,23,-776,0,0.0,0.0,0.0,0.0,1720783236180
109593,-189.99,20.79,169.19,-84.26,-90.0,779,77,-775,0,0.0,0.0,0.0,0.0,1720783236230
109594,-189.43,18.66,170.77,-84.86,-90.0,782,70,-778,0,0.0,0.0,0.0,0.0,1720783236280
109595,-152.38,-6.61,159.0,-87.16,48.23,422,-15,-421,13,0.0,0.0,0.0,0.0,1720783236328
109596,-178.13,9.84,168.29,-87.17,-90.0,777,38,-776,0,0.0,0.0,0.0,0.0,1720783236379
109599,-166.95,10.0,156.95,-86.92,-90.0,776,41,-774,0,0.0,0.0,0.0,0.0,1720783236529
109600,-178.42,10.79,167.63,-86.89,-90.0,776,42,-774,0,0.0,0.0,0.0,0.0,1720783236579
109601,-201.47,11.78,189.69,-87.0,-90.0,777,40,-775,0,0.0,0.0,0.0,0.0,1720783236630
109602,-183.16,18.83,164.32,-84.62,-90.0,779,73,-775,0,0.0,0.0,0.0,0.0,1720783236680
109603,-152.29,7.63,144.65,-72.25,-8.0,778,33,-740,234,0.0,0.0,0.0,0.0,1720783236730
109604,-185.69,15.81,169.88,-85.58,-90.0,776,59,-773,0,0.0,0.0,0.0,0.0,1720783236781
109605,-186.13,12.53,173.6,-86.53,-90.0,780,47,-778,0,0.0,0.0,0.0,0.0,1720783236829
109606,-181.5,13.28,168.22,-86.22,-90.0,777,51,-775,0,0.0,0.0,0.0,0.0,1720783236879
109607,-195.44,7.89,187.55,-87.94,-90.0,778,27,-777,0,0.0,0.0,0.0,0.0,1720783236930
109608,-184.29,15.72,168.57,-85.57,-90.0,775,59,-772,0,0.0,0.0,0.0,0.0,1720783236980
109609,-216.87,29.74,187.13,-82.72,-90.0,777,98,-770,0,0.0,0.0,0.0,0.0,1720783237030
109610,-199.31,29.45,169.86,-82.12,-90.0,778,106,-770,0,0.0,0.0,0.0,0.0,1720783237080
109611,-174.06,13.54,160.51,-85.97,-90.0,779,54,-777,0,0.0,0.0,0.0,0.0,1720783237129
109612,-166.98,2.91,164.07,-89.11,-90.0,781,12,-780,0,0.0,0.0,0.0,0.0,1720783237180
109614,-175.51,16.76,158.75,-85.02,-90.0,777,67,-774,0,0.0,0.0,0.0,0.0,1720783237280
109615,-192.7,14.32,178.37,-86.16,-90.0,780,52,-778,0,0.0,0.0,0.0,0.0,1720783237329
109616,-211.53,32.01,179.51,-81.91,-90.0,777,109,-769,0,0.0,0.0,0.0,0.0,1720783237380
109617,-216.7,29.23,187.47,-82.84,-90.0,777,96,-770,0,0.0,0.0,0.0,0.0,1720783237429
109618,-193.92,34.09,159.82,-80.51,-90.0,777,128,-766,0,0.0,0.0,0.0,0.0,1720783237480
109619,-198.43,26.33,172.1,-82.97,-90.0,777,95,-771,0,0.0,0.0,0.0,0.0,1720783237531
109620,-203.8,25.0,178.79,-83.53,-90.0,776,87,-771,0,0.0,0.0,0.0,0.0,1720783237580
109621,-209.9,30.08,179.81,-82.37,-90.0,777,103,-770,0,0.0,0.0,0.0,0.0,1720783237631
109622,-213.43,21.41,192.01,-84.76,-90.0,778,71,-774,0,0.0,0.0,0.0,0.0,1720783237680
109623,-188.96,19.34,169.61,-84.65,-90.0,782,72,-778,0,0.0,0.0,0.0,0.0,1720783237729
109624,-169.84,9.72,160.12,-87.06,-90.0,777,39,-775,0,0.0,0.0,0.0,0.0,1720783237780
109625,-181.32,15.55,165.77,-85.55,-90.0,775,60,-772,0,0.0,0.0,0.0,0.0,1720783237831
109626,-190.9,36.69,154.21,-79.55,-90.0,777,140,-764,0,0.0,0.0,0.0,0.0,1720783237882
109628,-174.78,5.65,169.13,-88.35,-90.0,774,22,-773,0,0.0,0.0,0.0,0.0,1720783237980
109629,-165.51,13.43,152.08,-85.8,-90.0,780,57,-777,0,0.0,0.0,0.0,0.0,1720783238029
109630,-171.39,19.75,151.63,-83.94,-90.0,780,82,-775,0,0.0,0.0,0.0,0.0,1720783238079
109631,-205.49,33.39,172.1,-81.28,-90.0,776,117,-767,0,0.0,0.0,0.0,0.0,1720783238130
109632,-163.19,8.48,154.71,-87.34,-90.0,780,36,-779,0,0.0,0.0,0.0,0.0,1720783238181
109633,-185.32,18.73,166.58,-84.72,-90.0,782,71,-778,0,0.0,0.0,0.0,0.0,1720783238232
109634,-181.88,22.17,159.71,-83.57,-90.0,781,87,-776,0,0.0,0.0,0.0,0.0,1720783238283
109635,-170.54,19.68,150.85,-83.93,-90.0,776,82,-771,0,0.0,0.0,0.0,0.0,1720783238330
109636,-219.93,41.81,178.12,-79.67,-90.0,778,139,-765,0,0.0,0.0,0.0,0.0,1720783238380
109637,-175.9,20.53,155.37,-83.86,-90.0,777,83,-772,0,0.0,0.0,0.0,0.0,1720783238431
109638,-211.51,32.3,179.2,-81.83,-90.0,781,110,-773,0,0.0,0.0,0.0,0.0,1720783238480
109639,-171.44,8.47,162.97,-87.47,-90.0,779,34,-778,0,0.0,0.0,0.0,0.0,1720783238530
109641,-175.71,24.5,151.2,-82.59,-90.0,777,100,-770,0,0.0,0.0,0.0,0.0,1720783238630
109645,-182.96,22.9,160.06,-83.39,-90.0,780,89,-774,0,0.0,0.0,0.0,0.0,1720783238829
109646,-171.82,19.32,152.5,-84.09,-90.0,779,80,-774,0,0.0,0.0,0.0,0.0,1720783238881
109647,-207.01,38.93,168.07,-79.79,-90.0,781,138,-768,0,0.0,0.0,0.0,0.0,1720783238931
109648,-195.98,25.38,170.6,-83.15,-90.0,779,92,-773,0,0.0,0.0,0.0,0.0,1720783238981
109649,-201.12,36.84,164.28,-80.08,-90.0,781,134,-769,0,0.0,0.0,0.0,0.0,1720783239031
