sessionNumber,PdoaFirst,PdoaSecond,PdoaThird,AoAElevation,AoAAzimuth,Distance,x,y,z,DstPdoaFirst,DstPdoaSecond,DstPdoaThird,RSSI,timestamp
106973,145.51,17.26,-162.78,81.43,-40.15,790,75,781,89,0.0,0.0,0.0,0.0,1720783105170
106974,148.26,29.16,-177.42,81.17,-90.0,791,121,781,0,0.0,0.0,0.0,0.0,1720783105219
106977,179.16,-6.53,-172.63,88.14,90.0,790,-25,789,0,0.0,0.0,0.0,0.0,1720783105370
106978,149.53,37.16,-186.7,79.15,-90.0,791,148,776,0,0.0,0.0,0.0,0.0,1720783105420
106979,151.69,11.02,-162.72,86.51,-90.0,787,47,785,0,0.0,0.0,0.0,0.0,1720783105469
106981,123.48,47.74,-171.22,70.94,-54.35,791,209,747,150,0.0,0.0,0.0,0.0,1720783105570
106982,151.91,7.47,-159.39,86.85,-49.52,789,32,787,28,0.0,0.0,0.0,0.0,1720783105619
106983,144.23,23.72,-167.96,82.5,-90.0,791,103,784,0,0.0,0.0,0.0,0.0,1720783105669
106984,161.51,-1.16,-160.35,89.63,90.0,790,-5,789,0,0.0,0.0,0.0,0.0,1720783105719
106985,154.61,9.5,-164.11,87.03,-90.0,789,40,787,0,0.0,0.0,0.0,0.0,1720783105772
106986,165.48,-3.04,-162.44,89.06,90.0,789,-12,788,0,0.0,0.0,0.0,0.0,1720783105820
106987,134.64,21.32,-155.97,68.76,-19.09,790,93,736,270,0.0,0.0,0.0,0.0,1720783105870
106988,146.78,25.84,-172.62,82.01,-90.0,792,110,784,0,0.0,0.0,0.0,0.0,1720783105919
106989,156.96,8.95,-165.92,87.23,-90.0,789,38,788,0,0.0,0.0,0.0,0.0,1720783105969
106990,146.51,20.72,-167.24,83.46,-90.0,789,89,783,0,0.0,0.0,0.0,0.0,1720783106020
106991,176.23,7.22,-183.45,88.0,-90.0,790,27,789,0,0.0,0.0,0.0,0.0,1720783106072
106993,131.56,22.42,-153.99,66.32,-18.07,789,98,722,301,0.0,0.0,0.0,0.0,1720783106174
106994,141.46,36.66,-178.13,78.75,-90.0,792,154,776,0,0.0,0.0,0.0,0.0,1720783106220
106995,157.68,6.09,-163.78,88.11,-90.0,791,26,790,0,0.0,0.0,0.0,0.0,1720783106273
106996,140.87,32.38,-173.25,79.86,-90.0,791,139,778,0,0.0,0.0,0.0,0.0,1720783106322
106997,155.56,16.97,-172.54,84.86,-90.0,789,70,785,0,0.0,0.0,0.0,0.0,1720783106368
106998,155.31,20.29,-175.61,83.92,-90.0,789,83,784,0,0.0,0.0,0.0,0.0,1720783106421
107000,152.79,10.92,-163.72,86.56,-90.0,788,47,786,0,0.0,0.0,0.0,0.0,1720783106519
107004,152.52,15.77,-168.29,85.12,-90.0,788,67,785,0,0.0,0.0,0.0,0.0,1720783106719
107005,168.8,8.23,-177.03,87.62,-90.0,790,32,789,0,0.0,0.0,0.0,0.0,1720783106771
107006,149.41,24.25,-173.67,82.58,-90.0,789,101,782,0,0.0,0.0,0.0,0.0,1720783106821
107007,123.07,23.16,-146.24,59.75,-14.79,791,101,683,385,0.0,0.0,0.0,0.0,1720783106869
107008,156.15,22.04,-178.19,83.47,-90.0,790,89,784,0,0.0,0.0,0.0,0.0,1720783106921
107009,154.2,4.26,-158.47,88.63,-90.0,788,18,787,0,0.0,0.0,0.0,0.0,1720783106970
107013,154.03,24.77,-178.81,82.64,-90.0,791,101,784,0,0.0,0.0,0.0,0.0,1720783107171
107014,171.38,4.38,-175.76,88.73,-90.0,791,17,790,0,0.0,0.0,0.0,0.0,1720783107230
107015,157.72,4.78,-162.51,88.5,-90.0,791,20,790,0,0.0,0.0,0.0,0.0,1720783107274
107016,149.59,16.7,-166.3,84.75,-90.0,787,72,783,0,0.0,0.0,0.0,0.0,1720783107321
107017,152.34,16.99,-169.34,84.76,-90.0,788,71,784,0,0.0,0.0,0.0,0.0,1720783107372
107018,161.63,11.15,-172.78,86.68,-90.0,791,45,789,0,0.0,0.0,0.0,0.0,1720783107422
107019,148.63,29.76,-178.39,81.03,-90.0,790,123,780,0,0.0,0.0,0.0,0.0,1720783107472
107020,152.86,19.81,-172.68,83.97,-90.0,790,82,785,0,0.0,0.0,0.0,0.0,1720783107521
107021,136.41,36.46,-172.88,78.44,-90.0,792,158,775,0,0.0,0.0,0.0,0.0,1720783107571
107022,151.87,4.89,-156.77,81.88,-11.1,790,21,782,109,0.0,0.0,0.0,0.0,1720783107619
107023,161.83,20.31,-182.15,84.14,-90.0,791,80,786,0,0.0,0.0,0.0,0.0,1720783107673
107024,170.79,12.09,-182.89,86.6,-90.0,789,46,787,0,0.0,0.0,0.0,0.0,1720783107722
107025,163.08,3.07,-166.15,89.06,-90.0,790,12,789,0,0.0,0.0,0.0,0.0,1720783107772
107026,164.42,15.04,-179.46,85.65,-90.0,790,59,787,0,0.0,0.0,0.0,0.0,1720783107822
107027,158.63,14.32,-172.95,85.71,-90.0,790,59,787,0,0.0,0.0,0.0,0.0,1720783107872
107028,140.51,18.81,-159.32,74.09,-22.42,789,82,758,199,0.0,0.0,0.0,0.0,1720783107922
107029,162.06,16.44,-178.5,85.21,-90.0,791,66,788,0,0.0,0.0,0.0,0.0,1720783107973
107030,162.87,3.66,-166.53,88.88,-90.0,790,15,789,0,0.0,0.0,0.0,0.0,1720783108023
107031,134.86,35.65,-170.51,78.36,-79.38,790,156,773,29,0.0,0.0,0.0,0.0,1720783108071
107032,148.32,18.22,-166.55,84.26,-90.0,788,78,784,0,0.0,0.0,0.0,0.0,1720783108122
107033,155.22,22.93,-178.16,83.19,-90.0,790,93,784,0,0.0,0.0,0.0,0.0,1720783108173
107034,134.36,25.05,-159.41,70.43,-24.56,791,110,745,240,0.0,0.0,0.0,0.0,1720783108221
107035,154.93,15.87,-170.8,85.16,-90.0,788,66,785,0,0.0,0.0,0.0,0.0,1720783108270
107036,162.69,6.26,-168.96,88.11,-90.0,790,26,789,0,0.0,0.0,0.0,0.0,1720783108323
107037,129.55,26.34,-155.9,66.27,-21.33,792,115,725,296,0.0,0.0,0.0,0.0,1720783108371
107038,149.51,12.21,-161.72,86.1,-90.0,788,53,786,0,0.0,0.0,0.0,0.0,1720783108422
107039,149.14,17.66,-166.8,84.45,-90.0,789,76,785,0,0.0,0.0,0.0,0.0,1720783108473
107040,160.37,11.41,-171.78,86.58,-90.0,790,47,788,0,0.0,0.0,0.0,0.0,1720783108522
107041,132.84,23.67,-156.51,68.13,-20.67,791,104,734,275,0.0,0.0,0.0,0.0,1720783108571
107043,159.32,19.09,-178.42,84.39,-90.0,789,77,785,0,0.0,0.0,0.0,0.0,1720783108671
107044,130.25,23.42,-153.68,65.59,-18.35,791,102,720,310,0.0,0.0,0.0,0.0,1720783108720
107045,168.72,6.92,-175.65,88.0,-90.0,790,27,789,0,0.0,0.0,0.0,0.0,1720783108771
107046,146.97,17.4,-164.37,84.45,-90.0,789,76,785,0,0.0,0.0,0.0,0.0,1720783108822
107047,138.09,37.84,-175.93,78.19,-90.0,793,162,776,0,0.0,0.0,0.0,0.0,1720783108871
107049,139.44,18.78,-158.23,72.7,-20.54,790,82,754,219,0.0,0.0,0.0,0.0,1720783108974
107050,155.2,6.34,-161.55,88.0,-90.0,790,27,789,0,0.0,0.0,0.0,0.0,1720783109020
107052,173.76,7.88,-181.65,87.79,-90.0,789,30,788,0,0.0,0.0,0.0,0.0,1720783109122
107053,134.91,27.53,-162.45,72.5,-30.59,790,120,753,204,0.0,0.0,0.0,0.0,1720783109173
107054,163.2,13.74,-176.95,85.98,-90.0,791,55,789,0,0.0,0.0,0.0,0.0,1720783109223
107055,131.27,22.49,-153.77,66.09,-17.96,791,98,723,304,0.0,0.0,0.0,0.0,1720783109273
107056,160.44,9.14,-169.58,87.25,-90.0,788,37,787,0,0.0,0.0,0.0,0.0,1720783109321
107057,156.14,15.04,-171.18,85.43,-90.0,789,62,786,0,0.0,0.0,0.0,0.0,1720783109372
107058,121.93,20.36,-142.29,57.93,-12.29,788,89,667,408,0.0,0.0,0.0,0.0,1720783109423
107059,128.8,32.87,-161.67,68.69,-30.18,791,144,736,248,0.0,0.0,0.0,0.0,1720783109472
107060,140.61,30.56,-171.17,80.35,-90.0,791,132,779,0,0.0,0.0,0.0,0.0,1720783109523
107061,131.45,38.51,-169.97,75.19,-56.91,791,169,764,110,0.0,0.0,0.0,0.0,1720783109573
107062,130.34,28.59,-158.93,68.09,-25.2,793,125,735,267,0.0,0.0,0.0,0.0,1720783109621
107064,159.74,5.82,-165.57,88.21,-90.0,790,24,789,0,0.0,0.0,0.0,0.0,1720783109724
107065,167.68,3.45,-171.13,88.97,-90.0,790,14,789,0,0.0,0.0,0.0,0.0,1720783109773
107067,159.62,20.24,-179.86,84.09,-90.0,791,81,786,0,0.0,0.0,0.0,0.0,1720783109872
107069,148.6,33.07,-181.67,80.15,-90.0,790,135,778,0,0.0,0.0,0.0,0.0,1720783109972
107070,126.54,47.31,-173.85,74.47,-79.22,792,208,763,39,0.0,0.0,0.0,0.0,1720783110024
107071,162.0,-2.37,-159.62,89.25,90.0,789,-10,788,0,0.0,0.0,0.0,0.0,1720783110074
107072,146.1,21.8,-167.91,83.13,-90.0,789,94,783,0,0.0,0.0,0.0,0.0,1720783110121
107074,137.2,27.58,-164.79,75.61,-38.1,791,121,766,154,0.0,0.0,0.0,0.0,1720783110223
107075,139.3,34.27,-173.57,79.25,-90.0,791,147,777,0,0.0,0.0,0.0,0.0,1720783110274
107076,160.77,10.33,-171.1,86.9,-90.0,789,42,787,0,0.0,0.0,0.0,0.0,1720783110324
107077,165.27,1.01,-166.29,89.68,-90.0,790,4,789,0,0.0,0.0,0.0,0.0,1720783110374
107078,130.3,29.68,-159.98,68.59,-26.87,791,130,736,257,0.0,0.0,0.0,0.0,1720783110426
107079,150.98,21.2,-172.18,83.5,-90.0,791,89,785,0,0.0,0.0,0.0,0.0,1720783110476
107081,152.51,5.09,-157.6,84.09,-15.97,789,22,784,78,0.0,0.0,0.0,0.0,1720783110571
107082,122.04,35.0,-157.05,63.52,-25.86,791,153,708,317,0.0,0.0,0.0,0.0,1720783110624
107083,163.18,13.18,-176.37,86.14,-90.0,789,53,787,0,0.0,0.0,0.0,0.0,1720783110671
107084,148.49,14.28,-162.78,85.44,-90.0,790,62,787,0,0.0,0.0,0.0,0.0,1720783110721
107085,155.25,12.72,-167.98,86.09,-90.0,787,53,785,0,0.0,0.0,0.0,0.0,1720783110774
107086,132.69,24.22,-156.92,68.26,-21.31,791,106,734,272,0.0,0.0,0.0,0.0,1720783110827
107088,131.67,38.43,-170.1,75.44,-58.21,791,169,765,104,0.0,0.0,0.0,0.0,1720783110926
107089,185.65,-5.62,-180.03,88.46,90.0,790,-21,789,0,0.0,0.0,0.0,0.0,1720783110976
107090,148.65,18.0,-166.66,84.34,-90.0,788,77,784,0,0.0,0.0,0.0,0.0,1720783111025
107091,134.08,29.27,-163.36,72.55,-32.87,791,128,754,199,0.0,0.0,0.0,0.0,1720783111076
107092,148.19,30.64,-178.84,80.77,-90.0,791,126,780,0,0.0,0.0,0.0,0.0,1720783111126
107093,156.34,21.22,-177.56,83.7,-90.0,791,86,786,0,0.0,0.0,0.0,0.0,1720783111172
107094,189.78,-18.44,-171.34,84.93,90.0,789,-69,785,0,0.0,0.0,0.0,0.0,1720783111225
107095,150.35,14.23,-164.58,85.51,-90.0,789,61,786,0,0.0,0.0,0.0,0.0,1720783111277
107096,269.25,-73.48,-195.76,74.68,90.0,95,-25,91,0,0.0,0.0,0.0,0.0,1720783111322
107097,166.75,9.2,-175.96,87.32,-90.0,788,36,787,0,0.0,0.0,0.0,0.0,1720783111375
107098,131.87,20.83,-152.71,65.88,-16.45,790,91,721,309,0.0,0.0,0.0,0.0,1720783111425
107099,137.46,32.56,-170.03,79.59,-90.0,789,142,776,0,0.0,0.0,0.0,0.0,1720783111473
107100,165.38,2.82,-168.21,89.14,-90.0,790,11,789,0,0.0,0.0,0.0,0.0,1720783111525
107101,134.19,27.26,-161.46,71.5,-28.5,791,119,750,220,0.0,0.0,0.0,0.0,1720783111576
107102,148.6,20.21,-168.81,83.69,-90.0,789,86,784,0,0.0,0.0,0.0,0.0,1720783111623
107104,166.55,9.72,-176.27,87.17,-90.0,790,39,789,0,0.0,0.0,0.0,0.0,1720783111723
107105,136.88,32.92,-169.8,79.45,-90.0,791,144,777,0,0.0,0.0,0.0,0.0,1720783111771
107106,133.36,21.3,-154.66,67.48,-18.0,791,93,730,288,0.0,0.0,0.0,0.0,1720783111821
107108,138.27,34.5,-172.78,79.11,-90.0,791,149,776,0,0.0,0.0,0.0,0.0,1720783111923
107109,127.88,23.04,-150.92,63.4,-16.61,790,101,706,338,0.0,0.0,0.0,0.0,1720783111973
107110,152.02,11.2,-163.23,86.46,-90.0,789,48,787,0,0.0,0.0,0.0,0.0,1720783112026
107111,134.14,24.32,-158.47,69.8,-23.04,791,106,742,251,0.0,0.0,0.0,0.0,1720783112073
107113,138.63,22.09,-160.72,73.76,-26.05,791,97,759,198,0.0,0.0,0.0,0.0,1720783112174
107114,163.79,4.6,-168.39,88.61,-90.0,790,19,789,0,0.0,0.0,0.0,0.0,1720783112222
107116,170.81,7.22,-178.04,87.93,-90.0,791,28,790,0,0.0,0.0,0.0,0.0,1720783112324
107118,175.43,1.3,-176.73,89.62,-90.0,790,5,789,0,0.0,0.0,0.0,0.0,1720783112424
107119,150.16,20.19,-170.35,83.76,-90.0,789,85,784,0,0.0,0.0,0.0,0.0,1720783112474
107120,153.65,28.65,-182.31,81.58,-90.0,790,115,781,0,0.0,0.0,0.0,0.0,1720783112521
107121,150.09,11.41,-161.5,86.35,-90.0,788,50,786,0,0.0,0.0,0.0,0.0,1720783112574
107122,157.44,20.11,-177.56,84.05,-90.0,791,81,786,0,0.0,0.0,0.0,0.0,1720783112626
107124,141.68,32.9,-174.58,79.77,-90.0,792,140,779,0,0.0,0.0,0.0,0.0,1720783112722
107125,125.16,39.47,-164.64,68.35,-36.5,791,173,735,234,0.0,0.0,0.0,0.0,1720783112774
107126,139.53,20.94,-160.48,74.21,-25.32,790,91,760,194,0.0,0.0,0.0,0.0,1720783112824
107127,164.76,0.22,-164.98,89.92,-90.0,792,1,791,0,0.0,0.0,0.0,0.0,1720783112875
107128,132.11,17.64,-149.75,64.69,-13.25,791,77,715,329,0.0,0.0,0.0,0.0,1720783112925
107129,146.18,19.38,-165.57,83.84,-90.0,789,84,784,0,0.0,0.0,0.0,0.0,1720783112974
107130,177.39,5.79,-183.18,88.39,-90.0,790,22,789,0,0.0,0.0,0.0,0.0,1720783113022
107131,138.41,31.14,-169.56,80.05,-90.0,789,136,777,0,0.0,0.0,0.0,0.0,1720783113075
107132,153.3,23.09,-176.4,83.07,-90.0,790,95,784,0,0.0,0.0,0.0,0.0,1720783113126
107134,160.25,12.13,-172.39,86.37,-90.0,789,49,787,0,0.0,0.0,0.0,0.0,1720783113225
107136,127.77,26.49,-154.26,64.76,-20.19,791,116,715,316,0.0,0.0,0.0,0.0,1720783113323
107137,163.78,6.23,-170.02,88.13,-90.0,788,25,787,0,0.0,0.0,0.0,0.0,1720783113377
107138,143.62,35.01,-178.63,79.33,-90.0,793,146,779,0,0.0,0.0,0.0,0.0,1720783113427
107139,131.94,27.13,-159.07,68.97,-24.84,791,119,738,257,0.0,0.0,0.0,0.0,1720783113478
107141,150.12,17.73,-167.85,84.47,-90.0,790,76,786,0,0.0,0.0,0.0,0.0,1720783113576
107142,165.78,-6.2,-159.58,88.09,90.0,789,-26,788,0,0.0,0.0,0.0,0.0,1720783113624
107143,132.3,36.22,-168.52,74.77,-50.04,791,159,763,133,0.0,0.0,0.0,0.0,1720783113678
107144,146.02,19.24,-165.27,83.87,-90.0,789,84,784,0,0.0,0.0,0.0,0.0,1720783113727
107146,132.32,23.56,-155.88,67.57,-20.06,793,103,733,284,0.0,0.0,0.0,0.0,1720783113825
107147,145.39,16.42,-161.81,80.18,-32.38,788,71,776,113,0.0,0.0,0.0,0.0,1720783113879
107148,155.04,10.91,-165.95,86.61,-90.0,787,46,785,0,0.0,0.0,0.0,0.0,1720783113927
107149,160.82,8.99,-169.81,87.29,-90.0,791,37,790,0,0.0,0.0,0.0,0.0,1720783113975
107150,128.92,30.49,-159.41,67.63,-26.44,793,134,733,270,0.0,0.0,0.0,0.0,1720783114027
107151,145.81,10.84,-156.66,75.96,-14.38,788,47,764,185,0.0,0.0,0.0,0.0,1720783114077
107152,148.17,27.96,-176.14,81.5,-90.0,790,116,781,0,0.0,0.0,0.0,0.0,1720783114127
107153,143.81,24.62,-168.43,82.21,-90.0,788,106,780,0,0.0,0.0,0.0,0.0,1720783114179
107154,159.21,18.1,-177.32,84.66,-90.0,790,73,786,0,0.0,0.0,0.0,0.0,1720783114227
107155,134.61,14.95,-149.57,65.71,-11.64,792,65,721,319,0.0,0.0,0.0,0.0,1720783114276
107156,154.53,4.99,-159.53,88.41,-90.0,788,21,787,0,0.0,0.0,0.0,0.0,1720783114326
107157,169.11,5.34,-174.45,88.44,-90.0,791,21,790,0,0.0,0.0,0.0,0.0,1720783114377
107158,125.56,49.07,-174.63,74.18,-90.0,791,215,761,0,0.0,0.0,0.0,0.0,1720783114427
107159,139.68,29.46,-169.15,80.6,-90.0,791,129,780,0,0.0,0.0,0.0,0.0,1720783114475
107160,129.34,37.62,-166.97,71.87,-42.23,791,165,751,182,0.0,0.0,0.0,0.0,1720783114525
107161,146.28,20.01,-166.3,83.66,-90.0,790,87,785,0,0.0,0.0,0.0,0.0,1720783114575
107162,151.51,16.76,-168.27,84.8,-90.0,786,71,782,0,0.0,0.0,0.0,0.0,1720783114627
107166,129.84,14.58,-144.43,61.6,-9.8,791,64,695,370,0.0,0.0,0.0,0.0,1720783114825
107167,133.31,22.95,-156.27,68.25,-20.12,789,100,732,274,0.0,0.0,0.0,0.0,1720783114875
107168,-156.63,77.5,79.12,-49.11,-41.14,385,165,-291,189,0.0,0.0,0.0,0.0,1720783114928
107169,-221.38,20.85,200.52,-85.09,-90.0,791,67,-788,0,0.0,0.0,0.0,0.0,1720783114977
107170,-229.31,35.13,194.17,-81.81,-90.0,791,112,-782,0,0.0,0.0,0.0,0.0,1720783115024
107171,-210.44,17.9,192.54,-85.59,-90.0,788,60,-785,0,0.0,0.0,0.0,0.0,1720783115077
107172,-192.82,3.81,189.0,-89.0,-90.0,791,13,-790,0,0.0,0.0,0.0,0.0,1720783115127
107174,-237.2,31.35,205.85,-83.0,-90.0,792,96,-786,0,0.0,0.0,0.0,0.0,1720783115226
107175,-219.61,15.82,203.78,-86.28,-90.0,789,51,-787,0,0.0,0.0,0.0,0.0,1720783115276
107176,-197.65,9.12,188.53,-87.64,-90.0,790,32,-789,0,0.0,0.0,0.0,0.0,1720783115325
107177,-236.81,39.01,197.8,-81.15,-90.0,791,121,-781,0,0.0,0.0,0.0,0.0,1720783115378
107178,-217.08,26.22,190.85,-83.63,-90.0,792,87,-787,0,0.0,0.0,0.0,0.0,1720783115428
107179,-229.92,22.34,207.57,-84.93,-90.0,791,69,-787,0,0.0,0.0,0.0,0.0,1720783115474
107180,-214.98,22.04,192.93,-84.64,-90.0,789,73,-785,0,0.0,0.0,0.0,0.0,1720783115528
107181,-214.1,19.4,194.69,-85.28,-90.0,787,64,-784,0,0.0,0.0,0.0,0.0,1720783115579
107182,-205.63,11.43,194.19,-87.15,-90.0,790,39,-789,0,0.0,0.0,0.0,0.0,1720783115626
107183,-227.24,43.45,183.78,-79.61,-90.0,791,142,-778,0,0.0,0.0,0.0,0.0,1720783115679
107184,-224.1,24.57,199.52,-84.25,-90.0,790,79,-786,0,0.0,0.0,0.0,0.0,1720783115728
107185,-213.84,17.97,195.87,-85.64,-90.0,789,59,-786,0,0.0,0.0,0.0,0.0,1720783115774
107186,-190.46,2.04,188.41,-89.45,-90.0,789,7,-788,0,0.0,0.0,0.0,0.0,1720783115826
107187,-206.71,7.81,198.89,-88.07,-90.0,789,26,-788,0,0.0,0.0,0.0,0.0,1720783115879
107188,-197.66,5.81,191.84,-88.5,-90.0,788,20,-787,0,0.0,0.0,0.0,0.0,1720783115927
107189,-202.49,9.37,193.12,-87.64,-90.0,788,32,-787,0,0.0,0.0,0.0,0.0,1720783115976
107190,-210.4,11.01,199.38,-87.32,-90.0,788,36,-787,0,0.0,0.0,0.0,0.0,1720783116026
107191,-202.43,12.01,190.41,-86.95,-90.0,790,42,-788,0,0.0,0.0,0.0,0.0,1720783116076
107194,-185.68,-1.06,186.75,-89.7,90.0,789,-4,-788,0,0.0,0.0,0.0,0.0,1720783116225
107195,-198.81,16.43,182.37,-85.71,-90.0,791,59,-788,0,0.0,0.0,0.0,0.0,1720783116276
107196,-185.87,6.5,179.37,-88.22,-90.0,791,24,-790,0,0.0,0.0,0.0,0.0,1720783116328
107197,-199.91,14.9,185.01,-86.15,-90.0,789,52,-787,0,0.0,0.0,0.0,0.0,1720783116380
107198,-230.38,29.73,200.65,-83.17,-90.0,792,94,-786,0,0.0,0.0,0.0,0.0,1720783116426
107199,-213.26,17.49,195.77,-85.75,-90.0,789,58,-786,0,0.0,0.0,0.0,0.0,1720783116479
107200,-202.28,10.71,191.56,-87.29,-90.0,788,37,-787,0,0.0,0.0,0.0,0.0,1720783116529
107201,-196.08,7.25,188.83,-88.12,-90.0,791,25,-790,0,0.0,0.0,0.0,0.0,1720783116577
107202,-233.49,35.66,197.82,-81.83,-90.0,790,112,-781,0,0.0,0.0,0.0,0.0,1720783116630
107203,-210.84,18.31,192.52,-85.5,-90.0,788,61,-785,0,0.0,0.0,0.0,0.0,1720783116679
107204,-226.01,39.09,186.92,-80.67,-90.0,791,128,-780,0,0.0,0.0,0.0,0.0,1720783116729
107205,-233.83,21.0,212.83,-85.33,-90.0,790,64,-787,0,0.0,0.0,0.0,0.0,1720783116780
107206,-203.59,8.75,194.84,-87.81,-90.0,790,30,-789,0,0.0,0.0,0.0,0.0,1720783116830
107207,-219.41,39.39,180.02,-80.29,-90.0,791,133,-779,0,0.0,0.0,0.0,0.0,1720783116876
107208,-217.52,21.33,196.19,-84.88,-90.0,789,70,-785,0,0.0,0.0,0.0,0.0,1720783116927
107209,-195.6,4.49,191.11,-88.83,-90.0,789,16,-788,0,0.0,0.0,0.0,0.0,1720783116977
107210,-233.93,24.47,209.46,-84.52,-90.0,791,75,-787,0,0.0,0.0,0.0,0.0,1720783117026
107211,-212.48,39.15,173.33,-80.02,-90.0,789,136,-777,0,0.0,0.0,0.0,0.0,1720783117076
107212,-202.93,6.13,196.79,-88.46,-90.0,790,21,-789,0,0.0,0.0,0.0,0.0,1720783117127
107213,-210.75,15.86,194.88,-86.11,-90.0,790,53,-788,0,0.0,0.0,0.0,0.0,1720783117175
107214,-222.12,13.39,208.72,-86.9,-90.0,791,42,-789,0,0.0,0.0,0.0,0.0,1720783117224
107215,-205.18,19.54,185.63,-85.03,-90.0,791,68,-788,0,0.0,0.0,0.0,0.0,1720783117276
107216,-197.29,5.59,191.7,-88.56,-90.0,792,19,-791,0,0.0,0.0,0.0,0.0,1720783117326
107217,-181.46,-4.23,185.7,-88.84,90.0,789,-15,-788,0,0.0,0.0,0.0,0.0,1720783117375
107218,-204.02,10.35,193.67,-87.4,-90.0,790,35,-789,0,0.0,0.0,0.0,0.0,1720783117428
107219,-188.34,7.32,181.01,-88.02,-90.0,790,27,-789,0,0.0,0.0,0.0,0.0,1720783117476
107221,-209.36,23.2,186.15,-84.18,-90.0,791,80,-786,0,0.0,0.0,0.0,0.0,1720783117579
107222,-214.48,33.33,181.15,-81.68,-90.0,792,114,-783,0,0.0,0.0,0.0,0.0,1720783117629
107223,-170.5,5.85,164.65,-88.25,-90.0,789,24,-788,0,0.0,0.0,0.0,0.0,1720783117676
107224,-197.85,5.62,192.23,-88.55,-90.0,790,19,-789,0,0.0,0.0,0.0,0.0,1720783117728
107225,-198.61,11.69,186.91,-86.98,-90.0,789,41,-787,0,0.0,0.0,0.0,0.0,1720783117779
107226,-212.63,18.6,194.02,-85.45,-90.0,789,62,-786,0,0.0,0.0,0.0,0.0,1720783117830
107227,-150.84,-20.19,171.04,-83.78,90.0,790,-85,-785,0,0.0,0.0,0.0,0.0,1720783117880
107228,-191.28,4.94,186.33,-88.69,-90.0,790,18,-789,0,0.0,0.0,0.0,0.0,1720783117930
107229,-193.1,18.46,174.64,-85.02,-90.0,790,68,-787,0,0.0,0.0,0.0,0.0,1720783117978
107230,-211.45,29.28,182.16,-82.64,-90.0,790,101,-783,0,0.0,0.0,0.0,0.0,1720783118029
107231,-218.3,36.21,182.08,-81.08,-90.0,791,122,-781,0,0.0,0.0,0.0,0.0,1720783118079
107234,-229.15,25.44,203.7,-84.17,-90.0,791,80,-786,0,0.0,0.0,0.0,0.0,1720783118226
107235,-211.17,15.1,196.07,-86.31,-90.0,789,50,-787,0,0.0,0.0,0.0,0.0,1720783118277
107237,-213.67,26.65,187.01,-83.41,-90.0,789,90,-783,0,0.0,0.0,0.0,0.0,1720783118378
107238,-207.43,10.73,196.69,-87.35,-90.0,789,36,-788,0,0.0,0.0,0.0,0.0,1720783118426
107239,-208.54,21.03,187.51,-84.73,-90.0,790,72,-786,0,0.0,0.0,0.0,0.0,1720783118477
107240,-215.93,20.08,195.85,-85.16,-90.0,790,66,-787,0,0.0,0.0,0.0,0.0,1720783118527
107241,-203.03,13.01,190.01,-86.7,-90.0,789,45,-787,0,0.0,0.0,0.0,0.0,1720783118576
107242,-209.93,19.56,190.36,-85.15,-90.0,790,66,-787,0,0.0,0.0,0.0,0.0,1720783118626
107243,-224.98,18.1,206.88,-85.83,-90.0,789,57,-786,0,0.0,0.0,0.0,0.0,1720783118678
107244,-215.19,29.23,185.96,-82.79,-90.0,790,99,-783,0,0.0,0.0,0.0,0.0,1720783118727
107245,-203.8,20.82,182.98,-84.66,-90.0,789,73,-785,0,0.0,0.0,0.0,0.0,1720783118778
107246,-205.68,17.04,188.64,-85.7,-90.0,788,59,-785,0,0.0,0.0,0.0,0.0,1720783118828
107247,-216.37,30.45,185.92,-82.52,-90.0,789,102,-782,0,0.0,0.0,0.0,0.0,1720783118877
107248,-201.86,22.49,179.36,-84.15,-90.0,789,80,-784,0,0.0,0.0,0.0,0.0,1720783118928
107249,-208.68,18.88,189.79,-85.29,-90.0,790,64,-787,0,0.0,0.0,0.0,0.0,1720783118978
107251,-210.61,21.27,189.33,-84.72,-90.0,789,72,-785,0,0.0,0.0,0.0,0.0,1720783119076
107252,-200.12,7.61,192.5,-88.06,-90.0,791,26,-790,0,0.0,0.0,0.0,0.0,1720783119126
107253,-215.06,10.23,204.83,-87.57,-90.0,789,33,-788,0,0.0,0.0,0.0,0.0,1720783119178
107254,-195.54,2.07,193.47,-89.46,-90.0,792,7,-791,0,0.0,0.0,0.0,0.0,1720783119226
107255,-226.09,25.69,200.39,-84.03,-90.0,786,81,-781,0,0.0,0.0,0.0,0.0,1720783119278
107256,-183.22,-6.65,189.88,-88.21,90.0,791,-24,-790,0,0.0,0.0,0.0,0.0,1720783119329
107257,-211.68,17.04,194.63,-85.83,-90.0,788,57,-785,0,0.0,0.0,0.0,0.0,1720783119378
107258,-210.06,17.68,192.38,-85.63,-90.0,789,60,-786,0,0.0,0.0,0.0,0.0,1720783119429
107259,-208.31,4.16,204.15,-88.98,-90.0,789,14,-788,0,0.0,0.0,0.0,0.0,1720783119480
107260,-200.46,16.43,184.02,-85.75,-90.0,791,58,-788,0,0.0,0.0,0.0,0.0,1720783119529
107261,-221.71,20.29,201.42,-85.25,-90.0,787,65,-784,0,0.0,0.0,0.0,0.0,1720783119578
107262,-223.07,15.64,207.42,-86.38,-90.0,789,49,-787,0,0.0,0.0,0.0,0.0,1720783119628
