128.8,317,424
129,299,461
129.2,284,468
129.4,273,468
129.6,36,383
129.8,-206,292
130,-216,292
130.2,-216,292
130.4,2,409
130.6,236,532
130.8,244,543
131,245,543
131.2,255,544
131.4,252,552
131.6,252,570
131.8,227,595
132,217,612
132.2,199,622
132.4,217,634
132.6,220,644
132.8,219,656
133,219,665
133.2,219,669
133.4,225,676
133.6,244,681
133.8,244,693
134,258,714
134.2,216,731
134.4,213,735
134.6,247,733
134.8,244,733
135,244,732
135.2,237,733
135.4,193,747
135.6,101,773
135.8,45,779
136,19,779
136.2,22,779
136.4,21,779
136.6,7,789
136.8,11,795
137,-23,795
137.2,-23,795
137.4,-1,801
137.6,18,806
137.8,19,806
138,17,803
138.2,14,799
138.4,12,799
138.6,9,798
138.8,-2,798
139,-19,795
139.2,-33,792
139.4,-41,791
139.6,-72,776
139.8,-102,762
140,-102,761
140.2,-100,762
140.4,-63,778
140.6,-15,795
140.8,-1,795
141,4,794
141.2,11,790
141.4,11,786
141.6,6,783
141.8,-38,773
142,-81,763
142.2,-89,760
142.4,-94,760
142.6,-98,759
142.8,-104,750
143,-120,736
143.2,-129,731
143.4,-129,731
143.6,-126,730
143.8,-127,730
144,-135,730
144.2,-149,722
144.4,-165,710
144.6,-173,704
144.8,-181,684
145,-190,664
145.2,-198,658
145.4,-216,645
145.6,-220,645
145.8,-235,633
146,-241,625
146.2,-241,625
146.4,-248,618
146.6,-260,606
146.8,-271,591
147,-275,583
147.2,-280,576
147.4,-287,570
147.6,-301,568
147.8,-313,555
148,-318,537
148.2,-320,511
148.4,-323,486
148.6,-329,476
148.8,-332,470
149,-332,464
149.2,-331,464
149.4,-331,464
149.6,-331,476
149.8,-331,492
150,-331,502
150.2,-331,502
150.4,-335,485
150.6,-339,467
150.8,-341,467
151,-343,469
151.2,-343,470
151.4,-343,470
151.6,-343,473
151.8,-341,475
152,-339,475
152.2,-339,476
152.4,-338,476
152.6,-337,477
152.8,-337,478
153,-337,478
153.2,-337,478
153.4,-338,478
153.6,-338,478
153.8,-338,478
154,-336,478
154.2,-336,477
154.4,-336,477
154.6,-333,484
154.8,-329,494
155,-329,494
155.2,-328,496
155.4,-322,502
155.6,-316,507
155.8,-316,507
156,-328,493
156.2,-340,481
156.4,-340,481
156.6,-339,483
156.8,-338,502
157,-336,520
157.2,-335,521
157.4,-333,536
157.6,-330,551
157.8,-330,552
158,-330,555
158.2,-330,559
158.4,-330,559
158.6,-327,555
158.8,-324,547
159,-324,523
159.2,-325,496
159.4,-329,486
159.6,-331,481
159.8,-331,481
160,-331,473
160.2,-330,462
160.4,-330,462
160.6,-330,462
160.8,-329,470
161,-329,480
161.2,-335,482
161.4,-339,482
161.6,-340,478
161.8,-343,475
162,-345,473
162.2,-347,470
162.4,-347,467
162.6,-346,467
162.8,-344,484
163,-343,500
163.2,-343,500
163.4,-344,500
163.6,-344,485
163.8,-344,490
164,-344,509
164.2,-344,509
164.4,-347,509
164.6,-351,502
164.8,-357,471
165,-364,446
165.2,-365,443
165.4,-368,437
165.6,-373,432
165.8,-373,431
166,-373,427
166.2,-371,424
166.4,-371,424
166.6,-361,443
166.8,-351,474
167,-349,492
167.2,-348,497
167.4,-348,497
167.6,-349,497
167.8,-351,495
168,-358,478
168.2,-363,463
168.4,-363,460
168.6,-358,453
168.8,-355,447
169,-355,440
169.2,-362,424
169.4,-366,415
169.6,-367,405
169.8,-368,396
170,-368,394
170.2,-375,385
170.4,-384,373
170.6,-388,368
170.8,-388,367
171,-389,347
171.2,-389,327
171.4,-389,327
171.6,-397,326
171.8,-402,323
172,-402,323
172.2,-401,310
172.4,-401,277
172.6,-404,277
172.8,-413,277
173,-417,297
173.2,-417,297
173.4,-414,291
173.6,-406,244
173.8,-400,207
174,-397,195
174.2,-394,175
174.4,-386,158
174.6,-386,158
174.8,-388,154
175,-393,148
175.2,-396,135
175.4,-395,116
175.6,-393,113
175.8,-385,99
176,-382,81
176.2,-381,73
176.4,-377,58
176.6,-374,43
176.8,-373,40
177,-372,37
177.2,-368,27
177.4,-363,19
177.6,-360,12
177.8,-352,8
178,-344,7
178.2,-339,1
178.4,-319,-29
178.6,-302,-46
178.8,-297,-46
179,-292,-46
179.2,-292,-36
179.4,-288,-43
179.6,-253,-57
179.8,-215,-58
180,-206,-58
180.2,-206,-51
180.4,-204,-18
180.6,-186,7
180.8,-215,20
181,-186,7
181.2,-169,0
181.4,-158,-7
181.6,-145,-7
181.8,-132,-3
182,-121,3
182.2,-102,18
182.4,-102,29
182.6,-102,29
182.8,-123,29
183,-123,29
183.2,-114,27
183.4,-93,25
183.6,-84,24
183.8,-79,24
184,-53,6
184.2,-34,-11
184.4,-34,-11
184.6,-39,-8
184.8,-47,-5
185,-68,3
185.2,-87,10
185.4,-87,10
185.6,-87,10
185.8,-88,11
186,-88,13
186.2,-99,24
186.4,-112,36
186.6,-115,37
186.8,-115,37
187,-78,37
187.2,-33,31
187.4,-33,32
187.6,-51,32
187.8,-78,47
188,-78,64
188.2,-65,72
188.4,-58,81
188.6,-58,100
188.8,-64,115
189,-64,120
189.2,-62,120
189.4,-62,120
189.6,-63,117
189.8,-94,110
190,-119,106
190.2,-119,106
190.4,-103,108
190.6,-95,109
190.8,-95,113
191,-103,119
191.2,-116,119
191.4,-125,119
191.6,-125,119
191.8,-120,120
192,-99,130
192.2,-84,132
192.4,-84,132
192.6,-95,119
192.8,-95,112
193,-88,112
193.2,-45,111
193.4,-20,110
193.6,-20,107
193.8,-22,107
194,-30,111
194.2,-39,131
194.4,-39,138
194.6,-23,149
194.8,-23,149
195,-23,149
195.2,-23,149
195.4,-23,149
195.6,-23,149
195.8,-59,158
196,-59,158
196.2,-59,158
196.4,-59,158
196.6,-59,158
196.8,-59,158
197,-57,148
197.2,-47,151
197.4,-39,151
197.6,-26,142
197.8,-14,135
198,-14,135
198.2,-47,142
198.4,-75,143
198.6,-78,144
198.8,-80,144
199,-80,144
199.2,-79,147
199.4,-70,151
199.6,-57,155
199.8,-52,156
200,-49,158
200.2,-49,159
200.4,-54,159
200.6,-61,154
200.8,-61,149
201,-57,148
201.2,-50,135
201.4,-47,125
201.6,-45,125
201.8,-45,126
202,-47,137
202.2,-56,151
202.4,-65,153
202.6,-70,153
202.8,-70,152
203,-68,148
203.2,-63,148
203.4,-55,148
203.6,-48,153
203.8,-48,159
204,-48,163
204.2,-47,163
204.4,-45,164
204.6,-40,151
204.8,-36,138
205,-35,137
205.2,-35,137
205.4,-42,149
205.6,-51,160
205.8,-52,160
206,-53,161
206.2,-52,164
206.4,-52,166
206.6,-52,166
206.8,-53,166
207,-53,162
207.2,-53,144
207.4,-49,126
207.6,-49,124
207.8,-49,124
208,-53,126
208.2,-59,144
208.4,-65,164
208.6,-65,170
208.8,-65,170
209,-62,156
209.2,-61,138
209.4,-58,134
209.6,-57,133
209.8,-56,132
210,-56,132
210.2,-51,132
210.4,-46,131
210.6,-46,129
210.8,-46,128
211,-45,127
211.2,-46,124
211.4,-46,123
211.6,-46,123
211.8,-49,123
212,-54,124
212.2,-56,127
212.4,-57,129
212.6,-58,130
212.8,-58,131
213,-57,133
213.2,-54,136
213.4,-52,136
213.6,-52,136
213.8,-53,137
214,-53,137
214.2,-50,140
214.4,-46,143
214.6,-46,143
214.8,-50,163
215,-53,181
215.2,-53,181
215.4,-53,173
215.6,-51,150
215.8,-48,129
216,-43,121
216.2,-40,115
216.4,-40,115
216.6,-40,115
216.8,-43,120
217,-55,146
217.2,-63,168
217.4,-63,168
217.6,-57,147
217.8,-51,125
218,-51,125
218.2,-57,129
218.4,-63,134
218.6,-63,134
218.8,-61,134
219,-61,149
219.2,-60,167
219.4,-61,169
219.6,-61,169
219.8,-59,168
220,-58,167
220.2,-58,165
220.4,-56,147
220.6,-56,131
220.8,-56,131
221,-56,133
221.2,-56,148
221.4,-55,162
221.6,-55,162
221.8,-57,147
222,-57,133
222.2,-57,133
222.4,-57,133
222.6,-58,134
222.8,-59,135
223,-59,136
223.2,-59,136
223.4,-56,136
223.6,-51,134
223.8,-47,133
224,-46,132
224.2,-41,132
224.4,-36,132
224.6,-35,132
224.8,-34,131
225,-34,130
225.2,-38,130
225.4,-48,130
225.6,-55,131
225.8,-63,144
226,-70,161
226.2,-70,168
226.4,-45,168
226.6,-12,151
226.8,-12,150
227,-12,141
227.2,-59,144
227.4,-83,144
227.6,-83,144
227.8,-45,146
228,-23,146
228.2,-23,140
228.4,-24,130
228.6,-24,130
228.8,-20,133
229,-16,135
229.2,-16,135
229.4,-32,132
229.6,-48,131
229.8,-50,129
230,-62,127
230.2,-67,124
230.4,-67,121
230.6,-55,115
230.8,-42,109
231,-33,108
231.2,-29,106
231.4,-21,94
231.6,-17,80
231.8,-15,79
232,-6,73
232.2,-5,66
232.4,-5,66
232.6,-15,69
232.8,-15,70
233,-15,70
233.2,-15,69
233.4,-19,69
233.6,-30,70
233.8,-35,72
234,-36,72
234.2,-35,72
234.4,-30,67
234.6,-25,61
234.8,-25,61
235,-27,60
235.2,-30,60
235.4,-42,70
235.6,-50,80
235.8,-50,80
236,-46,65
236.2,-46,49
236.4,-40,41
236.6,-35,34
236.8,-25,14
237,-25,-3
237.2,-44,-3
237.4,-77,2
237.6,-80,7
237.8,-81,9
238,-81,7
238.2,-81,-5
238.4,-49,-48
238.6,-7,-86
238.8,9,-98
239,24,-107
239.2,41,-116
239.4,41,-120
239.6,55,-120
239.8,61,-126
240,64,-132
240.2,64,-144
240.4,68,-153
240.6,70,-161
240.8,69,-161
241,69,-161
241.2,54,-161
241.4,33,-156
241.6,24,-152
241.8,24,-152
242,26,-153
242.2,31,-156
242.4,32,-157
242.6,32,-157
242.8,32,-157
243,34,-157
243.2,37,-156
243.4,37,-156
243.6,37,-156
243.8,36,-156
244,33,-157
244.2,32,-158
244.4,32,-158
244.6,29,-159
244.8,26,-163
245,26,-168
245.2,26,-170
245.4,25,-170
245.6,25,-170
245.8,25,-170
246,25,-169
246.2,25,-165
246.4,25,-163
246.6,28,-160
246.8,33,-153
247,35,-149
247.2,47,-148
247.4,62,-148
247.6,69,-151
247.8,81,-153
248,89,-156
248.2,93,-161
248.4,102,-164
248.6,109,-166
248.8,121,-170
249,144,-176
249.2,164,-179
249.4,175,-180
249.6,187,-180
249.8,208,-184
250,233,-184
250.2,259,-184
250.4,274,-189
250.6,283,-192
250.8,299,-193
251,318,-191
251.2,343,-192
251.4,363,-191
251.6,378,-191
251.8,391,-191
252,399,-194
252.2,403,-194
252.4,418,-193
252.6,443,-185
252.8,458,-185
253,464,-186
253.2,468,-191
253.4,469,-191
253.6,470,-191
253.8,470,-191
254,469,-190
254.2,469,-191
254.4,468,-191
254.6,469,-188
254.8,470,-182
255,471,-182
255.2,471,-181
255.4,467,-184
255.6,462,-186
255.8,457,-185
256,457,-179
256.2,454,-169
256.4,456,-141
256.6,464,-128
256.8,474,-132
257,474,-131
257.2,473,-131
257.4,469,-104
257.6,467,-87
257.8,467,-87
258,464,-92
258.2,464,-92
258.4,469,-87
258.6,473,-71
258.8,473,-56
259,472,-47
259.2,470,-35
259.4,473,-20
259.6,473,-20
259.8,462,-17
260,461,-13
260.2,461,-1
260.4,471,21
260.6,474,29
260.8,477,33
261,477,39
261.2,478,44
261.4,479,47
261.6,481,51
261.8,484,54
262,486,57
262.2,486,57
262.4,486,60
262.6,490,65
262.8,494,69
263,495,72
263.2,495,72
263.4,494,72
263.6,494,72
263.8,492,84
264,490,95
264.2,489,97
264.4,487,95
264.6,485,94
264.8,485,94
265,487,94
265.2,488,94
265.4,488,95
265.6,488,95
265.8,491,95
266,494,93
266.2,495,93
266.4,496,93
266.6,496,93
266.8,496,93
267,495,94
267.2,493,97
267.4,491,100
267.6,490,100
267.8,488,99
268,488,97
268.2,488,97
268.4,487,97
268.6,485,92
268.8,474,87
269,463,85
269.2,463,85
269.4,465,65
269.6,465,44
269.8,457,40
270,442,40
270.2,433,40
270.4,418,45
270.6,399,51
270.8,387,54
271,369,52
271.2,335,52
271.4,309,59
271.6,295,59
271.8,286,69
272,281,76
272.2,269,83
272.4,258,83
272.6,249,81
272.8,247,81
273,247,81
273.2,246,81
273.4,250,91
273.6,252,102
273.8,253,119
274,253,133
274.2,254,133
274.4,253,121
274.6,230,101
274.8,207,93
275,206,92
275.2,208,92
275.4,214,92
275.6,224,94
275.8,230,97
276,233,100
276.2,233,100
276.4,233,97
276.6,233,94
276.8,240,91
277,250,86
277.2,258,82
277.4,261,81
277.6,261,81
277.8,260,86
278,258,98
278.2,258,103
278.4,258,103
278.6,257,98
278.8,258,94
279,264,94
279.2,264,96
279.4,253,115
279.6,231,115
279.8,227,115
280,227,104
280.2,204,104
280.4,182,112
280.6,182,112
280.8,199,103
281,215,100
281.2,215,98
281.4,208,102
281.6,200,104
281.8,187,105
282,187,105
282.2,187,105
282.4,187,105
282.6,184,110
282.8,188,117
283,199,150
283.2,208,175
283.4,208,175
283.6,196,160
283.8,196,160
284,196,160
284.2,196,160
284.4,196,160
284.6,196,160
284.8,110,119
285,110,119
285.2,108,123
285.4,108,147
285.6,154,175
285.8,154,175
286,154,175
286.2,150,136
286.4,133,96
286.6,132,96
286.8,148,102
287,148,111
287.2,112,124
287.4,106,128
287.6,106,128
287.8,120,118
288,132,114
288.2,148,114
288.4,161,125
288.6,168,125
288.8,183,118
289,198,104
289.2,198,104
289.4,198,104
289.6,198,104
289.8,198,104
290,198,104
290.2,198,104
290.4,198,104
290.6,198,104
290.8,198,104
291,198,104
291.2,198,104
291.4,198,104
291.6,198,104
291.8,198,104
292,198,104
292.2,198,104
292.4,198,104
292.6,198,104
292.8,198,104
293,198,104
293.2,198,104
293.4,198,104
293.6,198,104
293.8,198,104
294,198,104
294.2,198,104
294.4,198,104
294.6,198,104
294.8,198,104
295,198,104
295.2,198,104
295.4,198,104
295.6,198,104
295.8,198,104
296,198,104
296.2,198,104
296.4,198,104
296.6,198,104
296.8,198,104
